,Date,Name,Split,Amount
,10/19/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/19/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/19/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/19/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/19/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/19/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/19/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/19/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/19/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/19/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/19/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/19/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/19/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/20/2017,Indeed,2063 · Fidelity Visa Signature Card,500.32
,10/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/20/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/20/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/20/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/20/2017,LinkedIn,2065 · AmEx Starwood XXX4-98000,26.95
,10/23/2017,Indeed,2063 · Fidelity Visa Signature Card,500.60
,10/23/2017,Indeed,2063 · Fidelity Visa Signature Card,505.20
,10/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,10.00
,10/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/23/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/23/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/23/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/23/2017,ZipRecruiter,2064 · Fidelity 529 College Rewards,"2,111.74"
,10/23/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/23/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/23/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/24/2017,Indeed,2063 · Fidelity Visa Signature Card,500.37
,10/24/2017,Indeed,2064 · Fidelity 529 College Rewards,500.85
,10/25/2017,Indeed,2063 · Fidelity Visa Signature Card,501.45
,10/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,10.00
,10/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/25/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/25/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/25/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/25/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/26/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/26/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/26/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/26/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/26/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/26/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/26/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/26/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/26/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/26/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/26/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/26/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/26/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/26/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/26/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/26/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/26/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/26/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/26/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/26/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/26/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/27/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/27/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/27/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/27/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/27/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/27/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,Indeed,2063 · Fidelity Visa Signature Card,500.06
,10/30/2017,Indeed,2063 · Fidelity Visa Signature Card,25.24
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,10/30/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/30/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/30/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/30/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/30/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/30/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/30/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/30/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,10/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,10/31/2017,Indeed,2063 · Fidelity Visa Signature Card,502.17
,11/01/2017,Indeed,2063 · Fidelity Visa Signature Card,504.57
,11/01/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/01/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/01/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/01/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/01/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/01/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/01/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/01/2017,Facebook,2063 · Fidelity Visa Signature Card,10.00
,11/01/2017,Facebook,2063 · Fidelity Visa Signature Card,213.50
,11/01/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/01/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/01/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/01/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/02/2017,Indeed,2063 · Fidelity Visa Signature Card,59.64
,11/02/2017,Indeed,2063 · Fidelity Visa Signature Card,440.74
,11/02/2017,Indeed,2063 · Fidelity Visa Signature Card,110.34
,11/02/2017,Indeed,2063 · Fidelity Visa Signature Card,329.95
,11/02/2017,Indeed,2063 · Fidelity Visa Signature Card,18.36
,11/02/2017,Indeed,2063 · Fidelity Visa Signature Card,92.86
,11/02/2017,Indeed,2063 · Fidelity Visa Signature Card,77.36
,11/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,50.00
,11/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/02/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/02/2017,Indeed,2064 · Fidelity 529 College Rewards,432.77
,11/02/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/02/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/02/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/02/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/02/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/03/2017,Indeed,2063 · Fidelity Visa Signature Card,23.60
,11/03/2017,Indeed,2063 · Fidelity Visa Signature Card,256.30
,11/03/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,11/03/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/03/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/03/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/03/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/03/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/03/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/03/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/03/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/03/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/03/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/03/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/03/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/03/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/03/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/03/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/03/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/03/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/03/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/03/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/06/2017,Facebook,2063 · Fidelity Visa Signature Card,25.01
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/06/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/06/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/06/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/06/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/06/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/06/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/06/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/07/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/08/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/08/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/08/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/08/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/08/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/09/2017,Indeed,2063 · Fidelity Visa Signature Card,501.22
,11/09/2017,Indeed,2063 · Fidelity Visa Signature Card,500.10
,11/09/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/09/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/09/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/09/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/09/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/09/2017,CraigsList,2063 · Fidelity Visa Signature Card,10.00
,11/09/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/09/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/09/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/09/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/09/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/09/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/09/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/09/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/09/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/09/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/09/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/09/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/09/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/09/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/10/2017,Indeed,2063 · Fidelity Visa Signature Card,501.99
,11/10/2017,Indeed,2063 · Fidelity Visa Signature Card,501.40
,11/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,10.00
,11/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,11/10/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,11/10/2017,Indeed,2064 · Fidelity 529 College Rewards,500.90
,11/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/10/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,11/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/10/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,11/12/2017,Snagajob,2062 · Chase-United Mileage Plus,99.00
,11/13/2017,Indeed,2063 · Fidelity Visa Signature Card,500.40
,11/13/2017,Facebook,2063 · Fidelity Visa Signature Card,250.00
,11/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
