,Date,Name,Split,Amount
,08/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,08/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,08/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,08/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,08/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,08/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,08/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,08/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,08/28/2017,Indeed,2064 · Fidelity 529 College Rewards,500.80
,08/28/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,08/28/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,08/28/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,08/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/30/2017,Indeed,2063 · Fidelity Visa Signature Card,505.12
,08/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,08/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,08/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,08/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,08/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,08/30/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,08/30/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,08/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/31/2017,Indeed,2063 · Fidelity Visa Signature Card,502.86
,08/31/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,08/31/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,08/31/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,08/31/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,08/31/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,08/31/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/31/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/31/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/31/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/31/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/31/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,08/31/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/01/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/01/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/01/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/01/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/01/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/01/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/05/2017,Indeed,2063 · Fidelity Visa Signature Card,220.16
,09/05/2017,Indeed,2063 · Fidelity Visa Signature Card,46.56
,09/05/2017,Indeed,2063 · Fidelity Visa Signature Card,414.71
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/05/2017,Facebook,2063 · Fidelity Visa Signature Card,220.00
,09/05/2017,Facebook,2063 · Fidelity Visa Signature Card,10.00
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/05/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/05/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/05/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/05/2017,Indeed,2064 · Fidelity 529 College Rewards,194.11
,09/05/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/05/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/05/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/06/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/07/2017,Indeed,2063 · Fidelity Visa Signature Card,500.00
,09/07/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/07/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/07/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/07/2017,CraigsList,2063 · Fidelity Visa Signature Card,20.00
,09/07/2017,CraigsList,2063 · Fidelity Visa Signature Card,50.00
,09/07/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/07/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/07/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/07/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/07/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/07/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/08/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/08/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/08/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/08/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/11/2017,Indeed,2063 · Fidelity Visa Signature Card,501.09
,09/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,20.00
,09/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/11/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/11/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/11/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/11/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/11/2017,Snagajob,2062 · Chase-United Mileage Plus,99.00
,09/12/2017,Indeed,2063 · Fidelity Visa Signature Card,500.15
,09/13/2017,Indeed,2063 · Fidelity Visa Signature Card,502.87
,09/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,20.00
,09/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/13/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/13/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/13/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/14/2017,Indeed,2063 · Fidelity Visa Signature Card,98.77
,09/14/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/14/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/14/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/14/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,09/14/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/14/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/14/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,09/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,7.00
,09/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,7.00
,09/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/15/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/15/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/15/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/15/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/15/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/18/2017,Indeed,2063 · Fidelity Visa Signature Card,505.07
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,09/18/2017,Indeed,2063 · Fidelity Visa Signature Card,502.45
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,09/18/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/18/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/18/2017,Indeed,2064 · Fidelity 529 College Rewards,500.25
,09/18/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/18/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/19/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,7.00
,09/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,50.00
,09/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/20/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,09/20/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/20/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/20/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/20/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/21/2017,Indeed,2063 · Fidelity Visa Signature Card,500.28
,09/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,09/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/21/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/21/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/21/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/21/2017,LinkedIn,2065 · AmEx Starwood XXX4-98000,26.95
,09/22/2017,Indeed,2063 · Fidelity Visa Signature Card,505.10
,09/22/2017,Indeed,2063 · Fidelity Visa Signature Card,505.10
,09/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,09/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/22/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/22/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/22/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/22/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,45.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,90.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,7.00
,09/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25.00
,09/25/2017,ZipRecruiter,2064 · Fidelity 529 College Rewards,"2,111.74"
,09/25/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/25/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/25/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/25/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/25/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/25/2017,CraigsList,2064 · Fidelity 529 College Rewards,25.00
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,50.00
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
,09/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25.00
