AIdent,Activation Day,Branch,City,How Heard Of
222741,12/27/2017,08-Columbus West,columbus,Friend/Relative Referral
222742,12/27/2017,06-Akron,akron,Other web site
222743,12/27/2017,08-Columbus West,columbus,Craigslist
222744,12/27/2017,14-Louisville,louisville,Indeed
222745,12/27/2017,07-Columbus East,Muskegon ,Zip Recruiter
222746,12/27/2017,10-West Chester,Cincinnati ,Friend/Relative Referral
222747,12/27/2017,03-Independence,CLEVELAND OHIO,Friend/Relative Referral
222748,12/27/2017,08-Columbus West,columbus,Friend/Relative Referral
222749,12/27/2017,07-Columbus East,columbus,
222750,12/27/2017,03-Independence,Cuyahoga Falls,Walk-In
222751,12/27/2017,03-Independence,Cuyahoga falls,Walk-In
222752,12/27/2017,03-Independence,Cleveland ,Friend/Relative Referral
222753,12/27/2017,03-Independence,Massillon,Indeed
222754,12/27/2017,07-Columbus East,columbus,Friend/Relative Referral
222755,12/27/2017,14-Louisville,Louisville ,Walk-In
222756,12/27/2017,12-Chicago,Chicago,Friend/Relative Referral
222757,12/27/2017,12-Chicago,Joliet,
222758,12/27/2017,03-Independence,cleveland,Friend/Relative Referral
222759,12/27/2017,11-Florence,Cold springs,Friend/Relative Referral
222760,12/27/2017,07-Columbus East,Pickerington,Walk-In
222761,12/27/2017,03-Independence,Cleveland,Indeed
222763,12/27/2017,08-Columbus West,Columbus ,Friend/Relative Referral
222764,12/27/2017,07-Columbus East,Columbus,Walk-In
222765,12/27/2017,03-Independence,maple heights ,Walk-In
222766,12/27/2017,14-Louisville,louisville,Other web site
222767,12/27/2017,09-Lancaster,Lancaster,Indeed
222768,12/27/2017,07-Columbus East,Columbus,Friend/Relative Referral
222769,12/27/2017,07-Columbus East,Columbus,Indeed
222770,12/27/2017,06-Akron,Akron,Friend/Relative Referral
222771,12/27/2017,14-Louisville,Louisville ,
222772,12/27/2017,14-Louisville,Radcliff,Indeed
222773,12/27/2017,05-Elyria,North Ridgeville,
222774,12/27/2017,07-Columbus East,columbus,Zip Recruiter
222775,12/27/2017,06-Akron,Marshallville,
222776,12/27/2017,07-Columbus East,whitehall,Walk-In
222777,12/27/2017,07-Columbus East,columbus,Friend/Relative Referral
222778,12/27/2017,03-Independence,cleveland,Walk-In
222779,12/27/2017,05-Elyria,elyria,Friend/Relative Referral
222780,12/27/2017,08-Columbus West,Columbus,Friend/Relative Referral
222782,12/27/2017,14-Louisville,Vine grove ,Indeed
222783,12/27/2017,07-Columbus East,COLUMBUS ,
222784,12/27/2017,14-Louisville,Louisville,Other web site
222785,12/27/2017,14-Louisville,Louisville,
222786,12/27/2017,12-Chicago,Berwyn,
222787,12/27/2017,07-Columbus East,Reynoldsburg,Advanced Careers
222788,12/27/2017,07-Columbus East,Columbus,Friend/Relative Referral
222789,12/27/2017,14-Louisville,Louisville,Walk-In
222790,12/27/2017,11-Florence,Newport,
222791,12/27/2017,08-Columbus West,columbus,Indeed
222792,12/27/2017,11-Florence,Covington,Friend/Relative Referral
222793,12/27/2017,14-Louisville,louisville,Other web site
222794,12/27/2017,05-Elyria,Lorain,
222795,12/27/2017,12-Chicago,PALOIS HEIGHTS,Walk-In
222796,12/27/2017,05-Elyria,Lorain,Walk-In
222797,12/27/2017,12-Chicago,chicago,Walk-In
222799,12/27/2017,11-Florence,Florence ,Friend/Relative Referral
222800,12/27/2017,05-Elyria,Elyria,Friend/Relative Referral
222801,12/27/2017,07-Columbus East,Reynoldsburg,Walk-In
222802,12/27/2017,05-Elyria,lorain,Craigslist
222803,12/27/2017,07-Columbus East,columbus,Friend/Relative Referral
222804,12/27/2017,11-Florence,Florence,Walk-In
222805,12/28/2017,03-Independence,Lakewood,Craigslist
222806,12/28/2017,05-Elyria,Elyria,Friend/Relative Referral
222807,,12-Chicago,,
222808,,12-Chicago,,
222809,,12-Chicago,,
222810,12/28/2017,07-Columbus East,COLUMBUS OHIO,Walk-In
222811,12/28/2017,08-Columbus West,columbus,Friend/Relative Referral
222812,12/28/2017,06-Akron,Valley City,Craigslist
222813,12/28/2017,03-Independence,Garfield Heights,Zip Recruiter
222814,12/28/2017,03-Independence,cleveland ohio,Indeed
222815,12/28/2017,07-Columbus East,columbus,Indeed
222816,12/28/2017,11-Florence,Covington,Friend/Relative Referral
222817,12/28/2017,14-Louisville,Louisville,Zip Recruiter
222818,12/28/2017,03-Independence,cleveland ,Craigslist
222819,12/28/2017,03-Independence,Cleveland,Indeed
222820,12/28/2017,05-Elyria,Lorain,Walk-In
222821,12/28/2017,07-Columbus East,Columbus ,Indeed
222822,12/28/2017,06-Akron,Barberton,Indeed
222823,12/28/2017,12-Chicago,Crest Hill,Walk-In
222824,12/28/2017,08-Columbus West,Columbus,Walk-In
222825,12/28/2017,03-Independence,cleveland,Friend/Relative Referral
222826,12/28/2017,08-Columbus West,Columbus,Friend/Relative Referral
222827,12/28/2017,03-Independence,Euclid,Indeed
222828,12/28/2017,06-Akron,Medina,Indeed
222829,12/28/2017,12-Chicago,Bolingbrook,
222830,12/28/2017,14-Louisville,Louisville,
222831,12/28/2017,03-Independence,warrensville heights,Indeed
222832,12/28/2017,07-Columbus East,columbus oh,Friend/Relative Referral
222833,12/28/2017,11-Florence,,Advanced Careers
222834,12/28/2017,08-Columbus West,Columbus,Walk-In
222835,12/28/2017,07-Columbus East,Columbus,Friend/Relative Referral
222836,12/28/2017,03-Independence,Cleveland ,Craigslist
222837,12/28/2017,12-Chicago,Chicago,Indeed
222838,12/28/2017,06-Akron,Stow,Indeed
222839,12/28/2017,07-Columbus East,Columbus,
222840,12/28/2017,08-Columbus West,Columbus ,Friend/Relative Referral
222841,12/28/2017,12-Chicago,Joliet ,Friend/Relative Referral
222842,12/28/2017,06-Akron,oh,Advanced Careers
222843,12/28/2017,03-Independence,South euclid,Indeed
222844,12/28/2017,11-Florence,Florence,Friend/Relative Referral
222845,12/28/2017,08-Columbus West,bay run drive,Friend/Relative Referral
222846,12/28/2017,06-Akron,cuyahoga falls ,Friend/Relative Referral
222847,12/28/2017,06-Akron,cuyahoga falls,Friend/Relative Referral
222848,12/28/2017,07-Columbus East,Columbus,Walk-In
222849,12/28/2017,03-Independence,Cleveland,Indeed
222850,12/28/2017,12-Chicago,bolingbrook,Craigslist
222851,12/28/2017,06-Akron,Aurora,Indeed
222852,12/28/2017,10-West Chester,Cincinnati ,Zip Recruiter
222853,12/28/2017,03-Independence,Cleveland,Craigslist
222854,12/28/2017,11-Florence,Florence,Friend/Relative Referral
222855,12/28/2017,14-Louisville,Louisville,Craigslist
222856,12/28/2017,08-Columbus West,Circleville,Friend/Relative Referral
222857,12/28/2017,11-Florence,cincinnati ,
222858,12/28/2017,08-Columbus West,Groveport,Indeed
222859,12/28/2017,03-Independence,maple heights ,Indeed
222860,12/28/2017,03-Independence,cleveland,Indeed
222861,12/28/2017,06-Akron,Akron,Indeed
222862,12/28/2017,03-Independence,Bedford Heights,Indeed
222863,12/28/2017,08-Columbus West,columbus,Friend/Relative Referral
222864,12/28/2017,14-Louisville,Louisville,Craigslist
222865,12/28/2017,06-Akron,akron,Friend/Relative Referral
222866,12/28/2017,14-Louisville,Louisville,Indeed
222867,12/28/2017,12-Chicago,Lombard,Craigslist
222868,12/28/2017,07-Columbus East,Columbus,Friend/Relative Referral
222869,12/28/2017,12-Chicago,chicago,Indeed
222870,12/28/2017,08-Columbus West,columbus,Walk-In
222872,12/28/2017,12-Chicago,Bolingbrook ,Friend/Relative Referral
222873,12/28/2017,12-Chicago,Bolingbrook,Walk-In
222874,12/28/2017,08-Columbus West,newark,Indeed
222875,12/28/2017,07-Columbus East,Columbus,Walk-In
222877,12/28/2017,12-Chicago,manhattan,Indeed
222878,12/28/2017,12-Chicago,Manhattan,Indeed
222879,12/28/2017,07-Columbus East,Groveport,Friend/Relative Referral
222880,12/29/2017,08-Columbus West,,Advanced Careers
222881,12/29/2017,03-Independence,Lakewood,Indeed
222882,12/29/2017,03-Independence,Westlake,Craigslist
222883,12/29/2017,03-Independence,warrensville hts,Indeed
222884,12/29/2017,06-Akron,akron,Craigslist
222885,12/29/2017,03-Independence,cleveland ,Indeed
222886,12/29/2017,03-Independence,maple heights,Friend/Relative Referral
222887,12/29/2017,03-Independence,Cleveland,Craigslist
222888,12/29/2017,14-Louisville,Shepherdsville,Indeed
222889,12/29/2017,06-Akron,Akron,Indeed
222890,12/29/2017,03-Independence,Cleveland,Craigslist
222891,12/29/2017,03-Independence,cleveland,Craigslist
222892,12/29/2017,14-Louisville,Louisville,
222893,12/29/2017,03-Independence,Strongsville ,
222894,12/29/2017,12-Chicago,Joliet,
222895,12/29/2017,12-Chicago,Lockport,Indeed
222896,12/29/2017,08-Columbus West,Louisville,Indeed
222897,12/29/2017,11-Florence,cincinnati,Walk-In
222898,12/29/2017,11-Florence,Crittenden,Zip Recruiter
222899,12/29/2017,08-Columbus West,columbus ,Friend/Relative Referral
222900,12/29/2017,06-Akron,Chippewa lake ,Indeed
222902,12/29/2017,06-Akron,Akron,Indeed
222903,12/29/2017,08-Columbus West,columbus,Friend/Relative Referral
222904,12/29/2017,08-Columbus West,grove city,Craigslist
222905,12/29/2017,11-Florence,Independence,Friend/Relative Referral
222906,12/29/2017,09-Lancaster,Westerville,Walk-In
222907,12/29/2017,08-Columbus West,Columbus,Walk-In
222908,12/29/2017,08-Columbus West,pleasantville,Friend/Relative Referral
222909,12/29/2017,12-Chicago,country club hills,Craigslist
222910,12/29/2017,09-Lancaster,LANCASTER,Walk-In
222911,12/29/2017,06-Akron,Akron,Indeed
222912,12/29/2017,06-Akron,Akron,Friend/Relative Referral
222913,12/29/2017,12-Chicago,Plainfield ,Indeed
222914,12/29/2017,06-Akron,Stow,
222915,12/29/2017,06-Akron,AKRON,Indeed
222916,12/29/2017,08-Columbus West,Columbus,Friend/Relative Referral
222917,12/29/2017,12-Chicago,Bolingbrook ,Friend/Relative Referral
222918,12/29/2017,03-Independence,cleveland,Indeed
222919,12/29/2017,14-Louisville,Taylorsville,Indeed
222920,12/29/2017,09-Lancaster,Lancaster,Friend/Relative Referral
222921,12/29/2017,08-Columbus West,Columbus ,Craigslist
222922,12/29/2017,08-Columbus West,Columbus,Other web site
222923,12/29/2017,03-Independence,Willoughby ,Friend/Relative Referral
222924,12/29/2017,08-Columbus West,,Advanced Careers
222925,12/30/2017,07-Columbus East,Columbus,Craigslist
222926,12/30/2017,03-Independence,Noth Olmsted,Indeed
222927,12/30/2017,07-Columbus East,Columbus,Other web site
222928,12/31/2017,05-Elyria,Elyria,Zip Recruiter
222929,12/31/2017,05-Elyria,Elyria ,Walk-In
222930,12/31/2017,06-Akron,Akron,Indeed
222931,1/1/2018,03-Independence,Warrensville ,Friend/Relative Referral
222932,1/1/2018,05-Elyria,elyria,Craigslist
222933,1/1/2018,05-Elyria,Oberlin,Friend/Relative Referral
222934,1/1/2018,07-Columbus East,Columbus,Indeed
222935,1/1/2018,06-Akron,Akron,Indeed
222936,1/1/2018,03-Independence,Cleveland,Friend/Relative Referral
222937,1/1/2018,14-Louisville,Shepherdsville ,Indeed
222938,1/1/2018,14-Louisville,radcliff,
222939,1/2/2018,11-Florence,Independence,Friend/Relative Referral
222940,1/2/2018,07-Columbus East,Columbus,
222941,1/2/2018,03-Independence,Cleveland,Friend/Relative Referral
222942,1/2/2018,03-Independence,bedford,Zip Recruiter
222943,1/2/2018,12-Chicago,Gary,Indeed
222944,1/2/2018,06-Akron,Willoughby,
222945,1/2/2018,11-Florence,florence,Zip Recruiter
222946,1/2/2018,07-Columbus East,Columbus ,Indeed
222947,1/2/2018,03-Independence,maple hts,Indeed
222948,1/2/2018,03-Independence,Fairview park,
222949,1/2/2018,06-Akron,akron,Friend/Relative Referral
222950,1/2/2018,03-Independence,cleveland,Indeed
222951,1/2/2018,07-Columbus East,columbus,Walk-In
222952,1/2/2018,03-Independence,Garfield Heights,Friend/Relative Referral
222953,1/2/2018,14-Louisville,shepherdsville,Indeed
222954,1/2/2018,14-Louisville,shepherdsville,Indeed
222955,1/2/2018,09-Lancaster,Lancaster,
222956,1/2/2018,12-Chicago,aurora ,Indeed
222957,1/2/2018,08-Columbus West,Columbus,Craigslist
222958,1/2/2018,08-Columbus West,Columbus,Craigslist
222959,1/2/2018,07-Columbus East,Columbus,Walk-In
222960,1/2/2018,03-Independence,Lakewood,Craigslist
222961,1/2/2018,07-Columbus East,columbus,Craigslist
222962,1/2/2018,08-Columbus West,Columbus,Walk-In
222963,1/2/2018,08-Columbus West,Columbus,Walk-In
222964,1/2/2018,07-Columbus East,Columbus,Craigslist
222965,1/2/2018,08-Columbus West,Grove City ,Walk-In
222966,1/2/2018,07-Columbus East,columbus,Walk-In
222967,1/2/2018,09-Lancaster,Bremen,Friend/Relative Referral
222968,1/2/2018,07-Columbus East,"columbus,oh",Walk-In
222969,1/2/2018,11-Florence,covington,Friend/Relative Referral
222970,1/2/2018,11-Florence,Independence,Friend/Relative Referral
222971,1/2/2018,11-Florence,florence ky,Friend/Relative Referral
222972,1/2/2018,06-Akron,akron,Walk-In
222973,1/2/2018,08-Columbus West,columbus,Walk-In
222974,1/2/2018,03-Independence,Columbus,Walk-In
222975,1/2/2018,11-Florence,Cincinnati,Friend/Relative Referral
222976,1/2/2018,14-Louisville,louisville,Walk-In
222977,1/2/2018,03-Independence,cleveland,Indeed
222978,1/2/2018,03-Independence,cleveland,Friend/Relative Referral
222979,1/2/2018,11-Florence,Frankfort,Other web site
222980,1/2/2018,12-Chicago,Chicago,Friend/Relative Referral
222981,1/2/2018,12-Chicago,chicago,Friend/Relative Referral
222982,1/2/2018,12-Chicago,chicago,Friend/Relative Referral
222983,1/2/2018,08-Columbus West,columbus,Walk-In
222984,1/2/2018,07-Columbus East,Columbus,Walk-In
222985,1/2/2018,07-Columbus East,columbus,Walk-In
222986,1/2/2018,11-Florence,covington,
222987,1/2/2018,03-Independence,cleveland,Craigslist
222988,1/2/2018,06-Akron,Akron,Walk-In
222989,1/2/2018,06-Akron,akron,Friend/Relative Referral
222990,1/2/2018,05-Elyria,Elyria,Walk-In
222991,1/2/2018,14-Louisville,Shepherdsville,Other web site
222992,1/2/2018,06-Akron,Akron,
222993,1/2/2018,11-Florence,Covington,Walk-In
222994,1/2/2018,07-Columbus East,Columbus ,Craigslist
222995,1/2/2018,07-Columbus East,columbus,Indeed
222996,1/2/2018,07-Columbus East,columbus,Other web site
222997,1/2/2018,03-Independence,cleveland,Craigslist
222998,1/2/2018,07-Columbus East,columbus,Friend/Relative Referral
222999,1/2/2018,07-Columbus East,Columbus ,Walk-In
223000,1/2/2018,07-Columbus East,columbus,Newspaper Ad
223001,1/2/2018,03-Independence,cleveland,Craigslist
223002,1/2/2018,07-Columbus East,Columbus,Other web site
223003,1/2/2018,14-Louisville,Shepherdsville,Walk-In
223004,1/2/2018,14-Louisville,Radcliff,Indeed
223005,1/2/2018,03-Independence,bedfore hts ,Friend/Relative Referral
223006,1/2/2018,12-Chicago,Park forest,
223007,1/2/2018,03-Independence,cleveland,Zip Recruiter
223008,1/2/2018,07-Columbus East,columbus,Other web site
223009,1/2/2018,11-Florence,Erlanger,Other web site
223010,1/2/2018,11-Florence,Dayton,Friend/Relative Referral
223011,1/2/2018,03-Independence,cleveland,Indeed
223012,1/2/2018,06-Akron,akron,Craigslist
223013,1/2/2018,07-Columbus East,Columbus ,Walk-In
223014,1/2/2018,06-Akron,Akron,Other web site
223015,1/2/2018,06-Akron,akron,Friend/Relative Referral
223016,1/2/2018,14-Louisville,Louisville Ky,
223017,1/2/2018,11-Florence,Erlanger,
223018,1/2/2018,12-Chicago,plainfield,Walk-In
223019,1/2/2018,11-Florence,dayton,Walk-In
223020,1/2/2018,12-Chicago,cresthill ct,Friend/Relative Referral
223021,1/2/2018,03-Independence,Warrensville Heights,
223022,1/2/2018,07-Columbus East,Reynoldsburg,Indeed
223023,1/2/2018,08-Columbus West,columbus,Walk-In
223024,1/2/2018,05-Elyria,Cleveland,Indeed
223025,1/2/2018,06-Akron,akron,Zip Recruiter
223026,1/2/2018,11-Florence,florence,
223027,1/2/2018,06-Akron,Newton falls,Friend/Relative Referral
223028,1/2/2018,08-Columbus West,columbus,Other web site
223029,1/2/2018,10-West Chester,CINCINNATI,Newspaper Ad
223030,1/2/2018,07-Columbus East,COLUMBUS,Indeed
223031,1/2/2018,05-Elyria,lorain,Friend/Relative Referral
223032,1/2/2018,11-Florence,Hebron,
223033,1/2/2018,14-Louisville,,Advanced Careers
223034,1/2/2018,12-Chicago,Lockport ,Friend/Relative Referral
223035,1/2/2018,10-West Chester,Harrison,
223036,1/2/2018,05-Elyria,Lorain,Friend/Relative Referral
223037,1/3/2018,03-Independence,Columbus,Indeed
223038,1/3/2018,10-West Chester,Cincinnati ,
223039,1/3/2018,07-Columbus East,Columbus,Walk-In
223040,1/3/2018,05-Elyria,Oberlin,Walk-In
223041,1/3/2018,08-Columbus West,columbus,Walk-In
223042,1/3/2018,03-Independence,cleveland,
223043,1/3/2018,07-Columbus East,columbus,Walk-In
223044,1/3/2018,06-Akron,Akron Ohio,Zip Recruiter
223045,1/3/2018,07-Columbus East,columbus,
223046,1/3/2018,07-Columbus East,,Advanced Careers
223047,1/3/2018,05-Elyria,Lorain,Friend/Relative Referral
223048,1/3/2018,07-Columbus East,Columbus,Friend/Relative Referral
223049,1/3/2018,07-Columbus East,columbus ,Friend/Relative Referral
223050,1/3/2018,05-Elyria,Lorain,Walk-In
223051,1/3/2018,08-Columbus West,hilliard,
223052,1/3/2018,11-Florence,Lebanon Junction,Indeed
223053,1/3/2018,11-Florence,florence ,Walk-In
223054,1/3/2018,07-Columbus East,Columbus ,Craigslist
223055,1/3/2018,03-Independence,Bedford Hts.,Indeed
223056,1/3/2018,03-Independence,Cleveland,Craigslist
223057,1/3/2018,07-Columbus East,columbus,Craigslist
223058,1/3/2018,03-Independence,Euclid,Friend/Relative Referral
223059,1/3/2018,06-Akron,Marshallville,
223060,1/3/2018,12-Chicago,chicago,
223061,1/3/2018,07-Columbus East,columbus,Friend/Relative Referral
223062,1/3/2018,07-Columbus East,Columbus ,Friend/Relative Referral
223063,1/3/2018,12-Chicago,chicago,
223064,1/3/2018,11-Florence,DryRidge,Walk-In
223065,1/3/2018,07-Columbus East,columbus,Walk-In
223066,1/3/2018,14-Louisville,Louisville,
223067,1/3/2018,14-Louisville,louisville,
223068,1/3/2018,08-Columbus West,Columbus,Friend/Relative Referral
223069,1/3/2018,06-Akron,akron,
223070,1/3/2018,09-Lancaster,new lexington ,Indeed
223071,1/3/2018,14-Louisville,LOUISVILLE,Walk-In
223072,1/3/2018,06-Akron,cuyahoga falls ,Craigslist
223073,1/3/2018,12-Chicago,Aurora,Friend/Relative Referral
223074,1/3/2018,03-Independence,cleveland,Craigslist
223075,1/3/2018,03-Independence,Cleveland,Friend/Relative Referral
223076,1/3/2018,03-Independence,cleveland,Friend/Relative Referral
223077,1/3/2018,07-Columbus East,Columbus,Other web site
223078,1/3/2018,06-Akron,Cuyahoga falls,
223079,1/3/2018,11-Florence,Cincinnati,Walk-In
223080,1/3/2018,14-Louisville,Louisville,Friend/Relative Referral
223081,1/3/2018,12-Chicago,chicago,
223082,1/3/2018,11-Florence,florence,Friend/Relative Referral
223083,1/3/2018,07-Columbus East,columbus,Friend/Relative Referral
223084,1/3/2018,14-Louisville,Muldraugh,Craigslist
223085,1/3/2018,12-Chicago,University Park,Friend/Relative Referral
223086,1/3/2018,11-Florence,Elsmere,Friend/Relative Referral
223087,1/3/2018,03-Independence,cleveland,Indeed
223088,1/3/2018,03-Independence,south euclid,Indeed
223089,1/3/2018,06-Akron,Tallmadge,
223090,1/3/2018,08-Columbus West,Columbus,Craigslist
223091,1/3/2018,11-Florence,erlanger,Friend/Relative Referral
223092,1/3/2018,07-Columbus East,Colombus,Friend/Relative Referral
223093,1/3/2018,12-Chicago,Aurora,
223094,1/3/2018,12-Chicago,Bolingbrook,
223095,1/3/2018,09-Lancaster,lauraville,Walk-In
223096,1/3/2018,12-Chicago,Matteson,
223097,1/3/2018,03-Independence,Cleveland,Friend/Relative Referral
223098,,03-Independence,,
223099,1/3/2018,03-Independence,cleveland,Craigslist
223100,1/3/2018,03-Independence,Maple Heights,Indeed
223101,1/3/2018,12-Chicago,Bolingbrook,
223102,1/3/2018,14-Louisville,Louisville,Indeed
223103,1/3/2018,06-Akron,Akron ,Craigslist
223104,1/3/2018,12-Chicago,Markham,
