,Date,Name,Split,Amount,Total Spent,,,,,,,Name,Amount
,8/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/16/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/17/2017,St. Raphael Home & School,0102 · Huntington Operating,500,,,,,,,,St. Raphael Home & School,500
,8/17/2017,Indeed,2063 · Fidelity Visa Signature Card,503.91,,,,,,,,Indeed,503.91
,8/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,8/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,8/17/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/17/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,8/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,8/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,8/18/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/18/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,8/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,8/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,8/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,8/21/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,8/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/21/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/21/2017,LinkedIn,2065 · AmEx Starwood XXX4-98000,26.95,,,,,,,,LinkedIn,26.95
,8/23/2017,Indeed,2063 · Fidelity Visa Signature Card,502.19,,,,,,,,Indeed,502.19
,8/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,8/23/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,8/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/23/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/24/2017,Indeed,2063 · Fidelity Visa Signature Card,502.05,,,,,,,,Indeed,502.05
,8/24/2017,Indeed,2063 · Fidelity Visa Signature Card,500.73,,,,,,,,Indeed,500.73
,8/24/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/24/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/24/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,8/24/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,8/24/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,8/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/24/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,8/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,8/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/25/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,8/25/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,8/25/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,8/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/25/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,8/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,8/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,90,,,,,,,,CraigsList,90
,8/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,8/28/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,8/28/2017,Indeed,2064 · Fidelity 529 College Rewards,500.8,,,,,,,,Indeed,500.8
,8/28/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,8/28/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,8/28/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,8/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/28/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/30/2017,Indeed,2063 · Fidelity Visa Signature Card,505.12,,,,,,,,Indeed,505.12
,8/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,8/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,8/30/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,8/30/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,8/30/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,8/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/30/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/31/2017,Indeed,2063 · Fidelity Visa Signature Card,502.86,,,,,,,,Indeed,502.86
,8/31/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/31/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,8/31/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,8/31/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,8/31/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,8/31/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/31/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/31/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/31/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/31/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/31/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,8/31/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/1/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/1/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/1/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/1/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/1/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/1/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/1/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/1/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/1/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/1/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/1/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/1/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/5/2017,Indeed,2063 · Fidelity Visa Signature Card,220.16,,,,,,,,Indeed,220.16
,9/5/2017,Indeed,2063 · Fidelity Visa Signature Card,46.56,,,,,,,,Indeed,46.56
,9/5/2017,Indeed,2063 · Fidelity Visa Signature Card,414.71,,,,,,,,Indeed,414.71
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/5/2017,Facebook,2063 · Fidelity Visa Signature Card,220,,,,,,,,Facebook,220
,9/5/2017,Facebook,2063 · Fidelity Visa Signature Card,10,,,,,,,,Facebook,10
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/5/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,9/5/2017,Indeed,2064 · Fidelity 529 College Rewards,194.11,,,,,,,,Indeed,194.11
,9/5/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/5/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/6/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/7/2017,Indeed,2063 · Fidelity Visa Signature Card,500,,,,,,,,Indeed,500
,9/7/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/7/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/7/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/7/2017,CraigsList,2063 · Fidelity Visa Signature Card,20,,,,,,,,CraigsList,20
,9/7/2017,CraigsList,2063 · Fidelity Visa Signature Card,50,,,,,,,,CraigsList,50
,9/7/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/7/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/7/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/7/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,9/7/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,9/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/7/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/8/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/8/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,9/8/2017,CraigsList,2064 · Fidelity 529 College Rewards,25,,,,,,,,CraigsList,25
,9/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/8/2017,CraigsList,2067 · Fidelity Visa - Reliable,25,,,,,,,,CraigsList,25
,9/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,45,,,,,,,,CraigsList,45
,9/11/2017,Indeed,2063 · Fidelity Visa Signature Card,501.09,,,,,,,,Indeed,501.09
,9/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
,9/11/2017,CraigsList,2063 · Fidelity Visa Signature Card,25,,,,,,,,CraigsList,25
