AIdent,Hours_Worked
187107,272.46
187108,77.6
187110,16
187110,16
187112,4
187124,13.5
187124,54.25
187134,6.5
187137,20.25
187137,680.25
187139,29.75
187139,155.25
187139,19
187141,200.7
187141,188.75
187142,12.75
187142,225.75
187147,411.3
187150,143.75
187152,452.75
187152,171.25
187154,8
187155,37
187158,4.5
187159,428.45
187159,363.6
187161,11.5
187161,27.5
187163,9
187164,205.29
187165,413.95
187169,17.98
187171,102
187171,107.75
187172,10
187172,28.75
187173,8
187174,89.6
187179,41
187180,84.75
187180,458.5
187183,838
187185,32.5
187186,15.83
187187,21.99
187188,8.88
187191,118.1
187192,64
187192,161.01
187193,56.55
187193,395.41
187193,263.52
187196,413.72
187199,31.6
187199,7.47
207209,836
207210,193.9
207210,304.14
207210,369.38
207211,415.28
207211,160
207212,84.73
207212,314.64
207214,81
207215,118.37
207218,8
207221,60.96
207221,47.99
207221,21.32
207221,116.03
207222,35.2
207223,92.75
207225,5
207231,69.25
207231,151.75
207232,7.91
207234,35.15
207241,5
207241,144.5
207241,171.5
207242,261.67
207248,69.9
207249,747.73
207250,161.42
207251,361
207251,127.4
207259,7.4
207261,422.25
207261,106.5
207262,23
207263,23
207263,24
207265,74.58
207265,654.8
207271,808
207272,48
207272,29.11
207273,4.5
207279,94
207281,57.09
207284,48
207286,24.9
207287,10
207290,57.08
207290,3
207290,5.5
207291,17
207292,16.96
207293,374.25
207295,48
207296,32
207303,5.25
207305,177.17
207305,254.36
207305,256.91
207308,211.75
207308,604
207309,146.5
207309,237.25
207309,113.75
207309,121
207312,16.25
207314,555
207317,63.98
207318,32.75
207318,8
207318,9.5
207318,198
207318,11
207319,544.75
207321,16.8
207321,7.92
207322,17.82
207323,61.94
207324,61.92
207325,31.5
207325,196.75
207327,14
207327,24
207330,4
207330,210
207330,117.25
207335,12.53
207339,38
207344,40.75
207344,776
207344,10
207346,8
207349,20.71
207349,8
207349,5.62
207351,183.25
207358,6
207358,22
207359,16
207363,75
207363,86.5
207364,852.5
207366,19.62
207366,745.42
207368,47.25
207368,15.83
207368,206.5
207369,10
207370,26.25
207370,15.85
207371,212.97
207372,37.5
207372,73.19
207372,9.33
207375,254
207383,149.25
207383,465.75
207385,119.5
207385,369
207386,42
207387,33.92
207388,34.13
207389,139
207391,608.25
207392,21
207392,255.5
207393,18
207393,323.25
207394,61.5
207396,30
207396,389.9
207397,19.5
207397,7.5
207399,19.52
207400,1.5
207401,8.95
207401,20.65
207401,433.78
207401,198.12
207401,75.27
207401,45.88
207401,186.1
207402,139
207406,635.75
207411,285
207412,53.5
207412,279
207414,24
207415,264
207418,60
207419,186
207419,36.47
207420,705.5
207424,130.38
207424,54.77
207425,48.95
207425,32.33
207425,65.93
207425,72.3
207428,15.5
207428,9
207430,37
207430,259.36
207430,139.79
207433,10.05
207433,323.5
207433,119
207434,36
207436,247.75
207438,411.5
207439,26.92
207442,103.75
207449,103
207449,2
207449,15.5
207456,582.68
207457,794
207461,16.25
207464,797.25
207465,332.75
207466,132.03
207468,30
207469,1.5
207470,1.5
207474,45
207477,4.5
207478,27
207478,602.5
207478,119.5
207478,18.5
207479,517.5
207480,49
207480,315
207481,16
207481,26
207481,65.25
207488,60.8
207488,81.4
207488,15
207488,440.05
207489,40
207489,57.9
207489,9.5
207493,59.25
207495,6.5
207495,74.75
207495,48.5
207496,24.25
207497,168.25
207498,13.02
207499,99.77
207501,6
207502,1.5
207502,361.98
207505,8
207509,3.3
207510,577
207510,192
207518,40.23
207518,12.3
207518,45.5
207518,341.5
207519,40.1
207519,54
207519,43.11
207519,24.3
207519,253.97
207520,381.41
207523,59.6
207523,41.57
207523,66.74
207523,282
207523,109.82
207524,18.5
207524,32
207526,16
207527,30
207527,9.5
207527,40.5
207527,50.25
207527,8.5
207529,16
207530,7
207532,6
207536,45.08
207536,156.4
207543,5.12
207543,5.5
207543,9
207547,30
207554,282
207558,172
207559,172
207561,551.38
207562,10.2
207562,116
207562,9.5
207562,10
207566,39.5
207566,46.12
207566,43.43
207566,269.46
207566,411.97
207568,7.5
207568,41
207569,42.37
207569,255.63
207569,79.22
207570,42.39
207570,256.08
207570,79.27
207571,44.95
207571,243.76
207571,306.71
207572,7.5
207573,15.5
207573,9
207576,20.01
207577,792
207582,39.57
207582,53.16
207582,48.53
207582,222.83
207583,37.11
207583,26.78
207583,24.3
207583,62.25
207583,4.5
207584,11.25
207585,11.25
207589,38.25
207589,31.25
207593,478.75
207596,39.46
207596,40.82
207596,8.2
207596,34.75
207597,16
207597,117.5
207598,22.47
207598,70.24
207599,32.3
207600,435
207600,65.75
207601,375.75
207605,105.5
207610,178.25
207611,158.96
207614,112.13
207615,9
207616,322
207617,39.52
207617,49.94
207617,8.97
207622,19
207623,339.25
207624,133
207624,39
207630,39.53
207630,22.45
207630,8
207631,39.45
207631,22.28
207631,21.49
207631,100.66
207632,22.2
207634,8
207634,18.5
207635,42.5
207635,89.25
207635,24.75
207636,900.8
207637,151.79
207637,193.43
207637,84.85
207637,73.31
207637,158.94
207637,88.7
207638,26.5
207643,39.5
207643,21.78
207643,25.71
207643,62.39
207646,12.25
207648,759.5
207649,22.5
207650,60
207652,444.25
207654,288.32
207656,134.16
207656,43.05
207656,11.18
207657,416.3
207658,1.25
207665,247.75
207667,181
207668,806
207669,149.5
207669,270.8
207670,22.75
207673,1065.5
207675,179.08
207676,2.56
207677,2.56
207679,588.25
207680,818
207681,25.85
207681,15.93
207681,15.12
207683,40
207683,145.1
207684,207.81
207688,484
207689,7
207690,63.3
207692,39.64
207692,43.08
207692,12.73
207695,16
207695,48
207696,7.15
207698,586.33
207699,328.16
207701,24
207708,131.25
207711,11.48
207712,425.26
207712,172.5
207713,55.75
207713,4.4
207714,2
207719,30
207719,95
207725,437.65
207737,96.75
207737,611
207740,24.53
207740,23.35
207741,4.25
207742,63.25
207746,55.75
207746,337
207747,73.66
207748,8
207749,9.5
207750,4.5
207751,59
207752,35.5
207753,55.75
207753,31.75
207753,105.25
207755,8
207756,8
207758,33.17
207758,53.88
207758,23.8
207759,10
207760,30.72
207760,43.32
207760,178.53
207763,89.68
207763,230.9
207763,119.65
207764,129.38
207764,174.18
207764,184.5
207769,32.94
207769,53.37
207769,264.28
207771,13.3
207771,12.21
207773,23.5
207775,16
207780,35.5
207781,54.5
207783,5
207785,39.7
207786,21.65
207786,79.75
207787,59.5
207787,2.25
207787,184.25
207787,101.25
207789,139.25
207792,105
207792,24.25
207795,58.5
207800,42.54
207800,101.63
207801,6.73
207806,5
207807,99
207807,242.25
207807,87.9
207811,28.26
207811,52.36
207811,7.97
207812,29.31
207812,48.03
207812,7.98
207813,32.43
207813,51.53
207815,27.74
207815,57.39
207815,317.87
207815,590.43
207816,35.95
207816,31.93
207819,12.78
207820,15.59
207820,60.26
207820,271.61
207822,22.76
207822,315.53
207822,335.42
207824,16
207824,153
207826,118.08
207826,302.33
207827,62.55
207828,3.75
207828,4.5
207829,85.5
207830,16
207830,60.9
207830,23.48
207836,163.73
207836,124.8
207836,80.21
207836,36.95
207836,53.45
207836,93.06
207836,8.7
207836,280.34
207837,47.25
207837,767.5
207837,20.25
207841,241.34
207843,13.5
207845,9.5
207845,29.54
207847,30
207848,106
207848,390
207849,30.53
207849,67.7
207852,9.5
207852,29.39
207857,514.75
207865,47.7
207865,202.94
207867,677.15
207869,16
207870,11.42
207872,89.06
207876,76.5
207876,22.95
207876,207.31
207876,175
207878,515.25
207879,0.25
207879,29.18
207882,222.59
207883,8
207883,7.03
207883,52.42
207884,36
207885,570
207885,70.5
207886,13.75
207886,22.5
207892,88.75
207892,116
207893,28.39
207893,80.3
207902,153.5
207904,5.25
207906,57
207908,53.54
207908,99.12
207908,286.61
207908,107.99
207909,53.63
207909,97.99
207909,280.21
207909,104.21
207912,29.18
207912,14.07
207913,38.9
207913,47.2
207914,74.21
207915,127.75
207916,8
207920,55
207920,632.8
207920,112.6
207922,58.86
207925,7.78
207926,20.95
207926,63.58
207926,71.89
207929,25.25
207929,4.07
207930,41.13
207930,32.04
207930,215.36
207930,17.57
207932,1.5
207943,71.5
207948,400.1
207948,104.3
207948,38.5
207953,212.55
207953,16
207954,103.75
207954,72.5
207954,91
207955,83.97
207955,183.64
207961,16.86
207964,166
207964,15.32
207965,52.2
207965,27.75
207969,348
207970,268.25
207971,47
207971,115.57
207976,16.43
207977,1
207977,31.34
207977,8
207980,3.5
207981,4
207982,708
207986,17.5
207987,19.68
207987,49.92
207987,46.16
207987,131.24
207989,35.7
207989,47.95
207989,226.22
207989,137.98
207992,21
207992,33.37
207992,66.38
207994,22.66
207994,146.77
207995,87.45
207995,322.09
207995,278.78
207996,44.25
207996,26
207996,8
207999,197.32
208002,7.53
208002,27.94
208003,307
208003,320
208005,17.25
208008,26.9
208008,256.59
208008,316.7
208009,30.08
208009,9.02
208009,1
208009,7.5
208018,37.76
208020,6.38
208021,5
208021,4.15
208023,229.3
208029,93.08
208035,27.25
208036,5
208037,35.95
208037,57.63
208037,66.55
208037,3.58
208038,30.9
208038,56.15
208038,233.38
208038,197.95
208039,25.75
208039,46
208040,63.25
208043,51.68
208044,5
208045,115
208046,5
208047,48
208048,243.5
208048,169
208048,297.5
208050,543.5
208051,352.5
208052,7.5
208053,150.54
208054,16
208056,120
208057,15.83
208058,8
208058,53.13
208058,69.15
208062,104.75
208066,111.5
208066,56.5
208067,21.5
208067,1.5
208067,16.79
208068,109.59
208068,5.5
208069,1
208070,149
208071,390.3
208073,24
208074,323.07
208074,326.25
208077,182.67
208077,9.8
208080,15.25
208083,8
208083,63.97
208083,27.23
208083,3.5
208085,32.25
208085,156
208085,63
208085,31
208087,6
208087,12
208087,13.75
208087,32.25
208088,47.25
208091,7.75
208094,54
208096,121.5
208096,73
208097,47
208098,7.5
208098,24
208099,7.5
208099,24
208102,134.5
208102,538.75
208103,47.22
208105,61.9
208106,66.73
208107,10
208108,85.15
208110,3.75
208113,4.5
208114,3
208115,99.57
208115,286.29
208115,8
208116,81.9
208116,255.93
208119,3.75
208123,27.75
208127,160
208128,34.93
208128,28.52
208129,19.62
208135,26.9
208137,47
208137,8.95
208138,334.04
208138,17.5
208139,136.04
208140,8.15
208141,16
208142,13.27
208142,44.55
208142,113.04
208146,583.75
208147,36
208151,10.05
208153,154.8
208156,747.09
208157,96
208157,95.5
208157,166.5
208157,24.5
208160,3
208160,5.5
208161,88
208163,737.25
208164,7.5
208164,105.92
208164,61.75
208166,47.37
208168,44
208168,135.98
208168,112.25
208169,142.23
208170,1.25
208171,317.75
208172,13.94
208172,23.08
208173,8
208174,14.8
208174,9.85
208174,141.91
208174,9
208175,116.08
208180,110.2
208180,23.32
208181,43.9
208181,24.47
208181,24.25
208181,33
208182,52.5
208187,20.51
208187,10.47
208188,14.49
208189,45.45
208189,30.75
208189,344.16
208190,16.95
208191,19.17
208193,51.85
208194,51.82
208195,167.02
208195,61.38
208195,40.65
208195,25.21
208196,32.2
208199,22
208199,574
208201,30.18
208201,1.93
208204,696.75
208205,1
208205,30
208206,69
208209,48
208210,112
208211,467.75
208216,2.5
208217,7
208219,16
208220,586.4
208224,202.41
208224,347.75
208225,200.67
208226,333
208226,216
208226,80
208227,2
208227,6
208227,192.5
208229,79.47
208234,32
208235,254.9
208240,8.25
208242,75
208245,632.69
208246,41
208249,36
208249,3.18
208254,125
208256,6
208256,118.97
208259,73.05
208260,57.25
208260,148.86
208261,23.51
208263,6.21
208264,10.42
208265,9
208265,2.75
208266,36.25
208266,77.75
208267,528.53
208268,58.5
208269,15.33
208270,37.33
208271,75.5
208273,765
208276,96.75
208278,8
208279,8
208280,61.65
208280,24
208280,7.5
208281,73.69
208281,24
208281,3.25
208285,28.5
208285,132.92
208286,6
208286,81.65
208289,152
208293,149.25
208294,354.2
208295,104.83
208295,25.66
208296,44.5
208298,2.5
208299,2.5
208301,273.35
208302,344.25
208302,232.23
208303,75.57
208303,6.95
208307,32.6
208307,24.25
208308,727.55
208308,8
208312,89
208312,62.25
208312,124
208314,15
208317,29
208319,16
208319,143.5
208319,32.92
208320,117.91
208321,86.55
208321,34.62
208321,31.05
208326,46.21
208326,66.66
208326,39
208326,31
208327,49.6
208327,50.55
208328,51.4
208330,17.99
208335,8
208346,48.5
208350,40.42
208350,30.04
208350,0
208352,400
208352,296
208357,8
208359,14.6
208362,45.25
208364,228.5
208364,56
208364,40.5
208364,76.75
208372,22.97
208372,430.42
208373,33.65
208373,344.6
208373,291
208373,39.25
208374,55.77
208374,12
208380,154.29
208383,76.25
208386,104.7
208389,83.9
208389,62.61
208389,105.75
208389,28.28
208389,16
208390,67.5
208392,63
208394,52.3
208396,90.49
208397,8
208397,12
208398,8
208398,105.39
208400,49.65
208400,57.4
208400,87.25
208402,16
208402,95.49
208404,17
208405,231.9
208406,8
208407,14
208408,80.25
208411,34.52
208415,22.34
208415,79.67
208415,0.32
208417,17
208421,25.62
208421,210.14
208423,25.63
208423,240.88
208423,20
208424,33.7
208424,258.93
208424,37.89
208425,18.3
208426,23
208426,39.5
208429,413.75
208429,53.5
208430,25.94
208431,578.25
208432,76.5
208432,63.24
208432,158.55
208432,130.5
208438,166.25
208438,14.5
208438,17.45
208440,44.87
208440,93.32
208441,45.02
208441,104.51
208442,26
208444,450
208447,117.41
208449,34.74
208452,29.2
208453,6
208453,98.04
208453,9.55
208454,2
208456,12.61
208456,8.5
208457,32
208459,16
208461,23.49
208461,145.12
208463,22.8
208463,161.3
208464,70.4
208465,8
208475,9.25
208477,188.06
208480,22.75
208481,98.1
208482,40
208483,3
208484,3
208485,15.58
208486,15.76
208487,7.35
208487,6
208488,23.6
208488,89.21
208488,50.33
208491,12.75
208491,344.25
208492,8.66
208493,23.25
208493,38
208493,36.5
208493,134.75
208493,7.25
208494,549.9
208496,23.25
208496,194.75
208496,68
208496,33.5
208498,6.75
208499,25.13
208499,110.37
208500,42
208502,154.63
208503,8.38
208505,74.3
208505,21.6
208506,33.92
208507,28.75
208508,227.89
208508,78.25
208509,0
208509,32
208509,26
208510,106.5
208516,19.95
208518,20.5
208521,9.5
208522,41.45
208522,5.11
208523,41.69
208523,5.51
208524,96.75
208524,88.25
208527,84.25
208529,27
208533,15.5
208533,69.75
208534,67.75
208535,16.6
208535,6.5
208543,5.47
208543,8.25
208543,10.5
208544,7.23
208545,41.41
208548,34.43
208548,19.16
208549,582.75
208550,295
208554,292.51
208554,35.43
208556,22.1
208556,65.25
208557,46.78
208557,195.41
208559,31.72
208559,47.22
208559,48.25
208559,429.93
208560,386.9
208566,34.25
208568,3.98
208568,9.75
208571,26.98
208571,40.1
208572,122.3
208572,41.25
208572,383
208576,27
208576,188.7
208576,17.12
208577,98.62
208577,18.25
208579,8
208579,0
208579,40.25
208579,116
208579,2
208582,9.21
208584,41
208587,36.65
208588,2.5
208588,84.25
208588,72.25
208591,304.42
208591,359.14
208597,58.46
208597,7.5
208598,281.17
208602,10.25
208602,689
208604,48.75
208604,241.25
208604,133.75
208604,124.5
208607,31.72
208607,47.09
208607,100.25
208607,427.22
208608,7.25
208608,8
208610,126.5
208610,22
208617,4
208617,27.67
208620,2.5
208620,20.5
208622,15
208624,88
208625,161.5
208626,24
208626,17.75
208627,71.25
208628,239.5
208630,146.75
208631,109.5
208631,34
208632,78.92
208633,90.5
208634,4
208634,16.75
208635,363.5
208635,15
208635,4
208637,230.25
208637,66.75
208638,75.5
208639,133.5
208640,34.84
208640,66.5
208641,34.78
208641,65.36
208643,24
208644,18.9
208644,32.92
208645,18.96
208645,9.85
208646,43.25
208646,35.25
208647,62.75
208647,41.75
208648,16
208649,240
208650,4.85
208656,65.05
208656,20.65
208659,224.25
208659,66
208659,257.5
208659,82.5
208661,32.55
208661,164.03
208661,200.64
208662,32
208666,4
208667,16.73
208667,14.96
208669,63.92
208671,16
208672,26.75
208672,44
208676,22.83
208676,191.55
208676,8
208677,6.78
208678,8
208679,374
208680,21
208680,7.87
208681,50
208682,23.48
208682,4.75
208683,16.33
208686,24
208694,21.5
208701,201.75
208701,46.42
208703,17.25
208703,188.33
208704,16.95
208704,188.55
208705,17.13
208705,183.2
208706,17.31
208706,188.71
208708,22.85
208708,265.89
208708,69
208708,232.77
208712,16.25
208712,6.75
208713,3.75
208713,52.99
208719,5.85
208719,72.35
208720,5.85
208720,113.34
208735,70.5
208735,71.5
208737,6.82
208738,131.25
208742,47.25
208742,54
208742,166.25
208745,40.5
208745,32
208745,68.25
208747,97.8
208748,12.1
208748,289.1
208749,25.95
208750,12.5
208751,144.53
208752,501.05
208754,23.5
208754,235.5
208759,11.75
208760,566.25
208765,6.75
208766,235.74
208766,172.28
208768,23.44
208768,290.79
208770,17.33
208770,5.5
208771,192
208776,11.27
208778,24.81
208778,7.22
208779,88
208780,32
208781,408
208782,183.72
208783,72
208784,9.25
208784,8
208785,8
208785,535.75
208786,31
208788,11.05
208789,32
208790,40
208791,15.52
208791,249.72
208792,82.75
208796,19
208796,212.25
208796,108.25
208796,18.5
208798,266.71
208798,44.3
208799,270.61
208799,44.3
208800,10.25
208803,334.47
208803,0.75
208803,106.81
208803,65.18
208804,7.67
208806,4.25
208806,249.5
208806,243.75
208807,536
208814,292
208818,40
208818,11.65
208819,29.75
208819,11.65
208820,37.75
208821,37.75
208822,40
208823,23.8
208825,112.56
208827,4.18
208836,4.93
208838,536
208839,224
208840,336
208840,360
208842,21.4
208843,48.7
208843,34.75
208844,3.75
208844,4.51
208845,14.67
208847,8
208848,8
208848,41.5
208852,23.42
208852,93.27
208853,14.25
208859,0.5
208862,28.48
208863,51.6
208866,31.8
208866,304.87
208866,388.4
208867,32
208873,15.69
208873,152.37
208875,311.5
208875,254
208875,74
208880,227.1
208880,32
208880,7.75
208883,435.5
208884,112.75
208884,129.25
208886,22.03
208888,23.25
208888,40
208888,8
208890,12.42
208890,4
208891,12.39
208891,4
208892,23.61
208892,147.91
208892,65.64
208894,23.75
208894,40
208894,8
208894,127
208895,23.56
208895,146.92
208896,14.46
208896,621.5
208898,13.72
208899,4.75
208899,516
208900,24
208900,176.5
208900,389
208900,80
208901,27.08
208904,4.2
208904,8.6
208906,1.7
208907,16
208908,8.48
208908,12
208910,117.25
208911,616.2
208916,31.53
208916,35.57
208917,31.3
208917,282.51
208917,196.26
208918,149.25
208918,64.75
208920,10
208921,71
208922,10
208923,32
208926,15.67
208926,235.34
208926,272.5
208928,12.38
208928,43.85
208929,24
208929,77.96
208929,62.75
208931,5.75
208933,223.23
208935,442.75
208937,216.87
208939,7.68
208939,145.26
208942,118.4
208943,74.69
208944,153.4
208944,109.6
208945,140.1
208945,132.5
208946,135.4
208946,132.1
208947,32
208947,160.4
208948,10.17
208949,10.15
208949,121.62
208951,168.75
208951,1.25
208955,114
208962,191
208963,8
208963,608.5
208964,411.25
208965,2.45
208966,52.72
208968,39.44
208968,6.9
208969,516.5
208972,9
208973,8
208975,29.55
208975,144.21
208975,1
208975,118.73
208977,40
208977,7
208979,10.25
208979,284
208980,181.68
208986,36.7
208987,30.94
208989,82.57
208989,11.29
208990,103.5
208991,20.28
208991,83.65
208992,84.96
208994,215.92
208994,104.27
208994,61.72
208994,32.79
208996,16.45
208996,35.33
208997,115.37
208999,46.5
209004,38.24
209004,41.26
209007,7.53
209007,31.57
209007,14.91
209008,3.07
209009,38.91
209010,39.08
209011,7
209013,125.12
209015,172.1
209017,191.14
209017,86.5
209017,60.98
209017,24.85
209018,7.83
209019,120.91
209020,4.75
209020,506
209021,48
209021,49.75
209026,45.78
209027,207
209028,9.25
209029,7.32
209035,25.83
209035,48.02
209035,37.09
209035,49.27
209036,25.87
209036,49.66
209036,37.18
209036,49.5
209037,70.78
209037,9.55
209041,1.75
209045,8
209046,23.65
209046,68.99
209047,23.96
209048,42.16
209049,51.98
209049,17.22
209050,20.71
209050,19.83
209050,17.32
209051,20.77
209051,94.95
209052,116.16
209053,8
209055,24.68
209055,170.82
209056,265.55
209056,56.44
209058,8
209060,44.18
209061,22.75
209061,83.75
209061,72
209063,1.5
209065,2.5
209066,31.25
209066,27.75
209066,149.01
209066,122
209066,1
209067,22
209067,359
209070,8.15
209070,71.62
209071,4.58
209072,105.5
209073,14.33
209077,23.62
209077,4.15
209079,40.25
209084,126.79
209084,48.4
209085,64.75
209087,52.68
209088,189.7
209090,109.3
209091,16
209091,27.84
209094,5.5
209095,47.5
209096,8.5
209096,22.45
209097,824.23
209105,24
209105,308
209106,40.75
209106,16.75
209107,413.2
209107,152.29
209108,176.36
209109,98.82
209110,191.28
209115,8
209115,179
209115,322.25
209119,520
209123,490.5
209126,56
209127,20.29
209127,96.12
209128,15
209129,94.5
209129,80
209133,1.5
209135,141.5
209137,464
209137,80
209138,17.33
209139,54.4
209140,83
209140,38
209141,58.33
209142,115.51
209142,28
209144,52.72
209144,219
209144,238
209147,6.25
209147,160.5
209149,33.28
209150,13.5
209155,4.5
209155,168.75
209156,170.31
209157,256.89
209157,59.87
209159,143.5
209163,55.25
209163,6.5
209165,279.98
209165,138.95
209166,289.96
209166,138.93
209170,143.25
209171,82.65
209173,23.7
209173,39
209174,24.5
209181,32
209181,65.62
209189,2.25
209189,37.5
209191,224.72
209192,8
209193,2
209196,4
209197,4.5
209198,47.8
209200,33.25
209202,40.45
209203,434
209205,82.13
209207,18.12
209207,84.44
209208,19.04
209208,84.44
209209,11.32
209209,7.5
209211,125.27
209213,6.5
209214,5.5
209219,19.73
209219,12.5
209227,107.75
209227,259.5
209230,11.5
209231,489
209232,29.53
209238,18.51
209238,16.25
209239,15.65
209239,236.61
209239,112.83
209239,75.1
209244,51.5
209244,72.25
209245,41.5
209245,84.25
209246,512
209247,7.37
209247,165.22
209247,33.69
209248,655.75
209249,85.1
209249,30.65
209251,158.2
209251,0.5
209251,8
209253,282
209256,537.5
209257,56.5
209258,60.84
209260,32
209260,60.18
209261,3.65
209261,0
209262,56.5
209263,31
209263,381.5
209264,14.24
209264,4.5
209269,141.25
209271,17.08
209272,246.8
209273,102.6
209274,102.82
209277,73.84
209278,64
209282,59.05
209282,48.5
209287,45.39
209287,8.25
209288,221.37
209288,79.48
209291,5.4
209295,183.83
209295,341.2
209296,556.5
209298,154.85
209299,164.95
209300,5.25
209300,51.5
209300,177.3
209301,5.25
209301,51.5
209301,192.5
209302,31.53
209309,27.75
209309,64
209312,16
209317,98.6
209318,4.5
209319,14.39
209319,28.07
209322,185.5
209322,259.25
209322,73.25
209323,210.78
209323,51.75
209325,1.5
209325,125.78
209326,179
209330,14
209331,140.25
209331,206.25
209331,175.14
209331,91.7
209332,100.92
209332,25.25
209333,257.52
209333,204.88
209334,270.11
209334,258.6
209338,94.73
209338,4
209341,101.39
209343,60.67
209346,204.06
209346,60.5
209346,16
209349,35.01
209350,32
209351,8.2
209353,6.5
209354,149.19
209354,91.59
209356,240.91
209358,7.5
209358,31.75
209358,72.75
209359,55.33
209360,28
209365,357.75
209365,40
209366,300
209367,24
209368,32
209369,145.15
209370,156.78
209372,214.75
209376,493.92
209377,114.15
209380,123.35
209381,250.75
209383,15.54
209384,7.5
209385,127.5
209385,37.5
209386,235.78
209386,338.65
209387,16
209388,53.38
209388,63.21
209389,131.25
209390,40.75
209391,227.19
209392,128.5
209393,71.32
209399,85.43
209401,3.89
209403,238.69
209403,355.45
209404,166.46
209405,8.5
209406,163.6
209407,94.75
209408,38.1
209409,50.53
209419,4
209420,16.5
209426,22.25
209430,110.7
209430,5
209431,108
209431,5
209432,91.8
209436,287.14
209438,224.45
209439,26.79
209439,15.5
209440,273.47
209441,138.97
209442,32
209442,257.75
209442,263
209444,64.67
209445,208.5
209445,170.85
209446,11.95
209448,507.75
209449,65.79
209450,23
209450,6.75
209451,0
209452,25.85
209452,3.18
209453,105
209453,30
209454,257.25
209455,80.5
209456,226.5
209457,112.7
209458,8
209460,258.05
209460,27.3
209462,408
209464,20.5
209465,44.38
209471,15.95
209472,6.32
209473,93.34
209474,103.86
209475,51
209476,8.5
209482,72
209483,5.8
209484,174.6
209485,4.13
209486,8.43
209489,47.03
209489,20.04
209491,16
209494,144.5
209495,88
209497,4
209498,85.5
209499,71.5
209501,111.59
209502,4
209507,232
209507,57.15
209507,78.5
209509,8
209511,298.25
209511,157.5
209511,73.5
209512,29.43
209513,10
209519,32
209519,46.75
209520,30.43
209520,2
209521,152.8
209524,93.91
209525,6
209526,14.74
209527,122.45
209529,229.35
209529,76.1
209530,492.75
209531,418.75
209532,553.5
209533,484.5
209540,56
209540,262.75
209540,168.75
209544,16
209546,49.5
209548,7.95
209550,8.92
209554,40.11
209557,8.33
209558,56.45
209559,125.13
209560,78.43
209561,78.92
209562,94.07
209564,6.21
209566,57.58
209569,147.25
209571,8
209571,15.25
209573,97.19
209574,159.5
209575,35.21
209575,26.4
209577,53.28
209578,6.12
209579,103.02
209580,85.5
209581,103.62
209583,153.35
209585,48
209589,24
209594,239.92
209594,234.08
209595,239.96
209595,218.67
209597,161.12
209599,24
209599,8
209599,0
209602,548
209604,168.58
209604,28.56
209606,150.5
209607,32.6
209608,2
209614,87.5
209615,76
209616,63.56
209617,40.31
209618,8
209618,8
209619,553
209620,8
209620,607.25
209621,66.5
209622,57.16
209622,8
209622,95.08
209622,18.23
209622,7.5
209622,581
209623,74.11
209627,32.76
209630,8
209630,77.75
209631,507.01
209632,62.62
209633,248.23
209633,157.54
209634,17
209638,40.04
209641,74.64
209644,39.52
209646,88.78
209652,40
209652,112.5
209652,138.3
209652,68.37
209655,86.98
209656,47.2
209660,15.45
209660,43.14
209660,47.04
209662,134.42
209663,8
209671,35.14
209672,12
209678,78.75
209679,257.75
209680,265.03
209684,241.25
209684,296
209685,23.24
209687,33.5
209690,127.45
209693,40.25
209695,95.48
209697,100.12
209698,510.33
209699,6.5
209699,11.5
209702,83.5
209703,196.61
209708,30.59
209710,12.65
209714,5.3
209714,32.82
209715,37.27
209715,9.58
209721,47.01
209723,111
209724,15.5
209725,8.83
209726,8.82
209732,59.94
209733,8.77
209734,127.97
209734,301.69
209735,8.82
209736,618.25
209737,67.65
209737,16
209740,8.78
209741,457.5
209742,52.45
209742,8.47
209744,35.5
209745,139
209747,45.66
209748,76.44
209749,26.95
209750,8.07
209751,122.38
209753,359.48
209754,47.75
209754,215
209755,125.07
209759,116.1
209759,3.25
209761,44.31
209762,107.55
209765,104.71
209767,32.01
209770,4.13
209771,34.96
209772,18.53
209772,3.08
209772,54.16
209772,1.5
209773,9.5
209773,7.5
209774,94.31
209777,30
209778,30
209779,8.83
209779,7.5
209781,348.67
209781,86.5
209782,8.5
209783,8.47
209784,20
209785,90.5
209785,41.83
209785,63.24
209785,30.93
209786,78.5
209789,4.89
209791,4.88
209792,22.5
209792,44.75
209793,29.75
209794,121.25
209795,45
209799,159.5
209800,61
209801,15
209802,18
209802,27.6
209803,15
209804,4
209805,4
209806,18
209806,24.6
209807,28
209808,6
209809,0
209810,60
209810,181
209811,30
209812,22.5
209813,15
209815,191.5
209815,48.5
209816,242.75
209817,98.5
209820,45.87
209821,51.9
209821,7.5
209823,565.5
209824,2.44
209826,83.52
209827,79.75
209830,208.55
209832,39.71
209833,606.25
209834,50
209834,279.5
209834,191.25
209837,21.5
209839,15
209843,25
209844,156.6
209845,184
209849,30.27
209850,8.48
209851,8.82
209854,44.85
209856,2.25
209857,148.21
209858,3
209859,76.5
209860,110
209861,122.1
209863,102.12
209864,196.17
209865,64.5
209866,9.78
209866,18.5
209868,38.73
209869,30.83
209869,14.5
209872,38.98
209873,19.43
209875,140.77
209876,672.25
209878,6.5
209879,5
209883,128.1
209883,8
209884,39.1
209884,211.5
209884,19.5
209885,26.5
209886,80.21
209887,14.4
209888,3.03
209889,484.25
209890,80
209891,8
209893,231.5
209895,390.1
209896,35.33
209897,196.5
209898,99.19
209899,62.17
209902,115.21
209902,8.1
209903,119.13
