,Item_ID,AIdent,Branch,How_Heard,Profit
1622,670100,208843,07-Columbus East,Friend/Relative Referral,216.228
1623,672257,208843,07-Columbus East,Friend/Relative Referral,122.32
1624,669792,209142,07-Columbus East,Friend/Relative Referral,512.8644
1625,673599,209142,07-Columbus East,Friend/Relative Referral,111.44
1626,671795,209483,07-Columbus East,Indeed,25.752
1627,674385,221720,07-Columbus East,Other web site,71.04
1628,677445,224586,07-Columbus East,Indeed,390.5868
1629,668423,208500,07-Columbus East,Friend/Relative Referral,183.54
1630,669547,184237,12-Chicago,Friend/Relative Referral,182
1631,672028,184237,12-Chicago,Friend/Relative Referral,87.4016
1632,665216,184237,12-Chicago,Friend/Relative Referral,1078.21
1633,664268,184237,12-Chicago,Friend/Relative Referral,220.025
1634,673936,184237,12-Chicago,Friend/Relative Referral,19.404
1635,663391,184550,12-Chicago,,671.125
1636,665938,184550,12-Chicago,,2058.875
1637,674276,184550,12-Chicago,,126
1638,667464,185852,09-Lancaster,Walk-In,2280.6875
1639,665469,185852,09-Lancaster,Walk-In,732.4525
1640,676323,185852,09-Lancaster,Walk-In,456.3975
1641,665320,186086,12-Chicago,,145.6
1642,667472,207505,12-Chicago,Craigslist,36.4
1643,668047,207775,12-Chicago,Zip Recruiter,72.8
1644,669273,208408,10-West Chester,Zip Recruiter,365.1375
1645,673163,221796,12-Chicago,Walk-In,2244.2875
1646,676348,223290,12-Chicago,Monster.com,182
1647,676806,223290,12-Chicago,Monster.com,914.08
1648,672230,184554,07-Columbus East,Friend/Relative Referral,47.1855
1649,672677,184554,07-Columbus East,Friend/Relative Referral,144.243
1650,668411,184554,07-Columbus East,Friend/Relative Referral,396.01
1651,663815,184554,07-Columbus East,Friend/Relative Referral,855.2
1652,672229,184702,08-Columbus West,Flyer,23.572
1653,668410,184702,08-Columbus West,Flyer,372.13
1654,665920,184702,08-Columbus West,Flyer,323.2
1655,672232,185203,07-Columbus East,Friend/Relative Referral,22.6175
1656,666913,185203,07-Columbus East,Friend/Relative Referral,563.96
1657,664464,185203,07-Columbus East,Friend/Relative Referral,105.4
1658,672228,208488,07-Columbus East,Walk-In,370.2215
1659,674120,208488,07-Columbus East,Walk-In,177.6649
1660,668633,208488,07-Columbus East,Walk-In,82.6
1661,672274,210115,07-Columbus East,,23.655
1662,671599,210407,07-Columbus East,Zip Recruiter,447.9095
1663,674109,210407,07-Columbus East,Zip Recruiter,1479.8421
1664,672224,220734,08-Columbus West,Walk-In,50.8375
1665,674618,220734,08-Columbus West,Walk-In,52.38
1666,671274,208969,03-Independence,Indeed,2789.1
1667,678287,207920,12-Chicago,Friend/Relative Referral,490.936
1668,670004,207920,12-Chicago,Friend/Relative Referral,2056.6
1669,667759,207920,12-Chicago,Friend/Relative Referral,154
1670,672682,221431,12-Chicago,,2154.276
1671,671490,209150,05-Elyria,Other web site,71.28
1672,671498,210078,05-Elyria,Friend/Relative Referral,1661.88
1673,672890,184467,07-Columbus East,Broadbean,933.138
1674,676295,185415,12-Chicago,,287.64
1675,665632,185415,12-Chicago,,334.95
1676,670005,185415,12-Chicago,,133.9
1677,673711,185415,12-Chicago,,388.375
1678,665552,186006,07-Columbus East,,2848.5666
1679,666292,186313,07-Columbus East,Friend/Relative Referral,33.84
1680,667183,186313,07-Columbus East,Friend/Relative Referral,69
1681,666294,186333,07-Columbus East,Friend/Relative Referral,33.84
1682,667182,186333,07-Columbus East,Friend/Relative Referral,69
1683,667854,186880,07-Columbus East,,1126.026
1684,675378,186946,07-Columbus East,Friend/Relative Referral,824.2155
1685,667073,186946,07-Columbus East,Friend/Relative Referral,157.1955
1686,673972,207914,07-Columbus East,Walk-In,313.9083
1687,668400,208153,07-Columbus East,Friend/Relative Referral,654.804
1688,670050,208911,12-Chicago,Friend/Relative Referral,2606.526
1689,677210,209107,07-Columbus East,Friend/Relative Referral,644.1867
1690,670634,209107,07-Columbus East,Friend/Relative Referral,1644.536
1691,673182,209300,08-Columbus West,Walk-In,749.979
1692,669524,209300,08-Columbus West,Walk-In,21
1693,671088,209300,08-Columbus West,Walk-In,190.55
1694,673184,209301,08-Columbus West,Walk-In,814.275
1695,669523,209301,08-Columbus West,Walk-In,21
1696,671091,209301,08-Columbus West,Walk-In,190.55
1697,671548,210064,07-Columbus East,Craigslist,2529.963
1698,672903,210148,07-Columbus East,Walk-In,168.777
1699,671598,210148,07-Columbus East,Walk-In,401.5356
1700,671554,210265,07-Columbus East,Friend/Relative Referral,975.438
1701,672891,220771,09-Lancaster,Walk-In,1492.344
1702,672083,220918,07-Columbus East,Friend/Relative Referral,547.362
1703,673618,221146,08-Columbus West,Indeed,854.037
1704,673392,221146,08-Columbus West,Indeed,0.84
1705,672887,221191,08-Columbus West,Friend/Relative Referral,579.51
1706,672894,221312,07-Columbus East,Walk-In,562.167
1707,672896,221371,07-Columbus East,Walk-In,406.503
1708,675984,221371,07-Columbus East,Walk-In,159.6672
1709,673969,221782,07-Columbus East,Friend/Relative Referral,246.6513
1710,673971,222111,07-Columbus East,Friend/Relative Referral,389.2869
1711,673959,222146,07-Columbus East,Friend/Relative Referral,374.778
1712,678161,223165,07-Columbus East,Walk-In,148.473
1713,677028,223165,07-Columbus East,Walk-In,242.748
1714,675960,223165,07-Columbus East,Walk-In,58.2912
1715,671810,185614,03-Independence,Indeed,136.8
1716,665687,185614,03-Independence,Indeed,206.8425
1717,671808,207272,03-Independence,Craigslist,209.592
1718,667640,207272,03-Independence,Craigslist,178.08
1719,678225,207870,03-Independence,Craigslist,82.224
1720,669656,208039,03-Independence,Indeed,185.4
1721,674419,208039,03-Independence,Indeed,133.86
1722,671824,208295,03-Independence,Friend/Relative Referral,184.752
1723,668323,208295,03-Independence,Friend/Relative Referral,484.3146
1724,668966,208506,03-Independence,Friend/Relative Referral,244.224
1725,670163,208543,03-Independence,Indeed,39.384
1726,671821,208543,03-Independence,Indeed,75.6
1727,671147,208543,03-Independence,Indeed,30.6075
1728,669173,208898,03-Independence,Friend/Relative Referral,98.784
1729,671820,210165,03-Independence,Friend/Relative Referral,68.04
1730,672560,210165,03-Independence,Friend/Relative Referral,26.19
1731,671815,210259,03-Independence,Craigslist,209.376
1732,671804,210350,03-Independence,Craigslist,64.296
1733,671811,210385,03-Independence,Craigslist,140.544
1734,671823,210386,03-Independence,Craigslist,119.88
1735,677370,210564,03-Independence,Craigslist,132.624
1736,677365,221016,03-Independence,Friend/Relative Referral,75.6
1737,677372,221514,03-Independence,Craigslist,131.04
1738,678232,221514,03-Independence,Craigslist,141.984
1739,677361,222204,03-Independence,,122.04
1740,677373,222831,03-Independence,Indeed,122.4
1741,677355,223228,03-Independence,Friend/Relative Referral,127.8
1742,675922,223228,03-Independence,Friend/Relative Referral,51.84
1743,678227,223402,03-Independence,Indeed,82.296
1744,677356,224012,03-Independence,Indeed,73.8
1745,677360,224284,03-Independence,Craigslist,111.816
1746,677768,224741,03-Independence,Craigslist,134.136
1747,677775,224741,03-Independence,Craigslist,317.19
1748,678224,224993,03-Independence,Craigslist,76.536
1749,678344,224993,03-Independence,Craigslist,24.0075
1750,678233,225037,03-Independence,Friend/Relative Referral,140.184
1751,664966,185180,06-Akron,,99.84
1752,668007,186415,11-Florence,Other web site,65.728
1753,668597,186415,11-Florence,Other web site,28.985
1754,666836,186415,11-Florence,Other web site,166.1792
1755,668076,186577,11-Florence,Newspaper Ad,72.8416
1756,672742,186577,11-Florence,Newspaper Ad,8.415
1757,670992,186577,11-Florence,Newspaper Ad,166.5
1758,666174,186577,11-Florence,Newspaper Ad,239.86
1759,667219,186577,11-Florence,Newspaper Ad,63.5704
1760,668061,207498,11-Florence,Friend/Relative Referral,54.1632
1761,668070,207845,11-Florence,Other web site,39.52
1762,669234,207845,11-Florence,Other web site,116.9784
1763,668065,207852,11-Florence,Friend/Relative Referral,39.52
1764,669227,207852,11-Florence,Friend/Relative Referral,116.3844
1765,672711,209231,06-Akron,,2034.24
1766,676342,222319,08-Columbus West,Friend/Relative Referral,1164.384
1767,674997,222319,08-Columbus West,Friend/Relative Referral,345.6
1768,671575,209854,07-Columbus East,Indeed,181.194
1769,671592,210203,07-Columbus East,Friend/Relative Referral,197.4348
1770,671593,210204,07-Columbus East,Walk-In,115.14
1771,672208,210291,09-Lancaster,Walk-In,277.952
1772,672207,210292,09-Lancaster,Walk-In,276.5784
1773,668862,207667,05-Elyria,Indeed,912.24
1774,676129,222998,07-Columbus East,Friend/Relative Referral,478.5183
1775,677744,224584,07-Columbus East,Friend/Relative Referral,217.0584
1776,678469,223763,12-Chicago,,255.3543
1777,677081,224305,12-Chicago,,344.1303
1778,663892,184521,05-Elyria,,19.755
1779,664622,184521,05-Elyria,,41.1725
1780,663890,184543,05-Elyria,Indeed,1265.637
1781,665728,185015,05-Elyria,Other web site,489.046
1782,665547,185652,05-Elyria,,15.365
1783,666239,185652,05-Elyria,,30.45
1784,665727,185795,05-Elyria,Friend/Relative Referral,409.587
1785,673316,186231,05-Elyria,,462.267
1786,668174,186267,05-Elyria,Walk-In,68.484
1787,677035,186267,05-Elyria,Walk-In,329
1788,668845,186267,05-Elyria,Walk-In,22.95
1789,677869,186809,05-Elyria,Friend/Relative Referral,215.988
1790,667644,187086,05-Elyria,Walk-In,277.009
1791,672510,187086,05-Elyria,Walk-In,109.14
1792,669505,187086,05-Elyria,Walk-In,128.25
1793,667647,187147,05-Elyria,Zip Recruiter,1805.607
1794,667643,207273,05-Elyria,Walk-In,19.755
1795,668173,207428,05-Elyria,Indeed,68.045
1796,668848,207428,05-Elyria,Indeed,24.3
1797,668172,207562,05-Elyria,Indeed,44.778
1798,676786,207562,05-Elyria,Indeed,33
1799,672946,207562,05-Elyria,Indeed,348
1800,675307,207562,05-Elyria,Indeed,25.65
1801,668175,207573,05-Elyria,Walk-In,68.045
1802,668972,207573,05-Elyria,Walk-In,24.3
1803,675665,207597,05-Elyria,Friend/Relative Referral,515.825
1804,668151,207597,05-Elyria,Friend/Relative Referral,59.36
1805,668183,207657,05-Elyria,Friend/Relative Referral,1827.557
1806,672410,207713,05-Elyria,,19.316
1807,668822,207713,05-Elyria,,150.525
1808,668908,208023,05-Elyria,Other web site,1006.627
1809,668970,208135,05-Elyria,Friend/Relative Referral,118.091
1810,668899,208298,05-Elyria,Friend/Relative Referral,10.975
1811,668900,208299,05-Elyria,,10.975
1812,668898,208307,05-Elyria,Friend/Relative Referral,143.114
1813,672353,208307,05-Elyria,Friend/Relative Referral,72.75
1814,668903,208535,05-Elyria,,72.874
1815,672357,208535,05-Elyria,,19.5
1816,668896,208556,05-Elyria,Walk-In,97.019
1817,672349,208556,05-Elyria,Walk-In,195.75
1818,671106,208747,05-Elyria,Friend/Relative Referral,429.342
1819,675361,209272,05-Elyria,Friend/Relative Referral,1083.452
1820,673705,209607,05-Elyria,Walk-In,143.114
1821,671541,209656,05-Elyria,,207.208
1822,672971,210223,05-Elyria,Friend/Relative Referral,447.78
1823,672969,210354,05-Elyria,,564.993
1824,673701,220702,05-Elyria,,365.248
1825,675360,220713,05-Elyria,,59.704
1826,673704,221290,05-Elyria,Friend/Relative Referral,650.598
1827,676335,221290,05-Elyria,Friend/Relative Referral,697.5
1828,677406,223047,05-Elyria,Friend/Relative Referral,611.966
1829,677405,223463,05-Elyria,,319.153
1830,677867,223872,05-Elyria,Friend/Relative Referral,242.328
1831,677627,224123,05-Elyria,Friend/Relative Referral,140.919
1832,677868,224271,05-Elyria,Friend/Relative Referral,433.293
1833,666941,186746,05-Elyria,Indeed,177.45
1834,675232,222642,05-Elyria,,1441.57
1835,671004,209932,06-Akron,Indeed,3223.056
1836,671802,207433,12-Chicago,Friend/Relative Referral,1219.595
1837,676210,207433,12-Chicago,Friend/Relative Referral,464.1
1838,671025,207433,12-Chicago,Friend/Relative Referral,28.14
1839,671786,209884,12-Chicago,Indeed,797.355
1840,675253,209884,12-Chicago,Indeed,76.83
1841,670963,209884,12-Chicago,Indeed,124.729
1842,671776,209895,12-Chicago,Walk-In,1470.677
1843,671783,209991,12-Chicago,Friend/Relative Referral,1471.431
1844,671805,210174,12-Chicago,Friend/Relative Referral,1408.095
1845,671772,210304,12-Chicago,Other web site,1176.617
1846,671773,210305,12-Chicago,Other web site,1028.833
1847,675524,210305,12-Chicago,Other web site,169.07
1848,671846,210330,12-Chicago,Craigslist,1137.032
1849,671845,210399,12-Chicago,,503.295
1850,674160,210399,12-Chicago,,69.6
1851,671844,210400,12-Chicago,Other web site,505.18
1852,674159,210400,12-Chicago,Other web site,69.6
1853,671995,220726,12-Chicago,Friend/Relative Referral,190.385
1854,672002,220732,12-Chicago,Other web site,141.375
1855,671997,220733,12-Chicago,Walk-In,190.385
1856,672000,220735,12-Chicago,Friend/Relative Referral,60.32
1857,673176,220735,12-Chicago,Friend/Relative Referral,438.7845
1858,671996,220745,12-Chicago,,32.045
1859,671998,220796,12-Chicago,,116.87
1860,672006,220862,12-Chicago,,216.775
1861,673108,220878,12-Chicago,Walk-In,30.16
1862,672252,220915,12-Chicago,,908.193
1863,672720,221228,12-Chicago,Other web site,505.18
1864,672724,221255,12-Chicago,Walk-In,60.32
1865,672722,221256,12-Chicago,Walk-In,60.32
1866,672485,221300,12-Chicago,,788.307
1867,676244,221300,12-Chicago,,308.6575
1868,675326,221300,12-Chicago,,126.496
1869,677535,221421,12-Chicago,,180.96
1870,673100,221421,12-Chicago,,701.568
1871,676015,221421,12-Chicago,,856.515
1872,672928,221590,12-Chicago,Friend/Relative Referral,727.61
1873,676448,221590,12-Chicago,Friend/Relative Referral,110.461
1874,672929,221599,12-Chicago,Friend/Relative Referral,433.55
1875,673089,221657,12-Chicago,,444.86
1876,674352,222135,12-Chicago,,269.932
1877,674403,222365,12-Chicago,Friend/Relative Referral,86.71
1878,675180,222757,12-Chicago,,128.934
1879,676882,223990,12-Chicago,,30.16
1880,673687,221883,06-Akron,Craigslist,617.7736
1881,673688,222068,06-Akron,Indeed,327.239
1882,675345,222068,06-Akron,Indeed,569.8
1883,674256,222193,06-Akron,Indeed,37.71
1884,674970,222580,06-Akron,Craigslist,35.615
1885,675341,222812,06-Akron,Craigslist,281.568
1886,676286,208157,05-Elyria,Indeed,114.66
1887,673297,208157,05-Elyria,Indeed,747.585
1888,671594,208157,05-Elyria,Indeed,391.55
1889,668814,208157,05-Elyria,Indeed,356.16
1890,677089,222942,03-Independence,Zip Recruiter,946.645
1891,676046,222942,03-Independence,Zip Recruiter,168.3
1892,664675,184606,05-Elyria,Friend/Relative Referral,86.4
1893,663662,184606,05-Elyria,Friend/Relative Referral,28.1
1894,664674,184607,05-Elyria,Friend/Relative Referral,66.96
1895,678387,184607,05-Elyria,Friend/Relative Referral,139.0275
1896,663661,184607,05-Elyria,Friend/Relative Referral,28.1
1897,667665,207339,05-Elyria,Walk-In,164.16
1898,672411,209950,05-Elyria,,135.216
1899,672958,209950,05-Elyria,,13.5
1900,674010,221704,06-Akron,Friend/Relative Referral,54.864
1901,674024,221704,06-Akron,Friend/Relative Referral,108
1902,677726,221704,06-Akron,Friend/Relative Referral,432
1903,678360,224628,05-Elyria,Walk-In,54.432
1904,676075,184280,11-Florence,Flyer,35.4354
1905,676152,184793,11-Florence,Craigslist,50.5925
1906,665823,184793,11-Florence,Craigslist,26.18
1907,673853,185724,11-Florence,,314.0039
1908,664843,185724,11-Florence,,198.9504
1909,666756,185724,11-Florence,,226.1875
1910,666302,185724,11-Florence,,29.52
1911,676072,185933,10-West Chester,Indeed,1175.4806
1912,674952,185933,10-West Chester,Indeed,191.675
1913,669268,185933,10-West Chester,Indeed,715.1375
1914,676153,185950,11-Florence,Walk-In,75.7029
1915,665824,185950,11-Florence,Walk-In,26.18
1916,678061,186633,11-Florence,Friend/Relative Referral,250.9801
1917,666173,186633,11-Florence,Friend/Relative Referral,29.535
1918,668562,186885,06-Akron,Indeed,153.5534
1919,668481,207953,11-Florence,Friend/Relative Referral,877.8315
1920,677961,207953,11-Florence,Friend/Relative Referral,59.84
1921,668559,208138,06-Akron,Indeed,1379.5852
1922,676248,208138,06-Akron,Indeed,79.8
1923,668561,208169,06-Akron,Indeed,587.4099
1924,668557,208224,06-Akron,Craigslist,835.9533
1925,674167,208224,06-Akron,Craigslist,1084.98
1926,668556,208374,06-Akron,Indeed,230.3301
1927,675573,208374,06-Akron,Indeed,50.4
1928,673094,208447,11-Florence,Indeed,484.9033
1929,668554,208477,06-Akron,Craigslist,776.6878
1930,672531,208751,11-Florence,Friend/Relative Referral,596.9089
1931,673901,209264,11-Florence,Friend/Relative Referral,58.8112
1932,674216,209264,11-Florence,Friend/Relative Referral,17.82
1933,673786,209616,11-Florence,Friend/Relative Referral,262.5028
1934,675437,209961,11-Florence,Friend/Relative Referral,160.9461
1935,676073,210221,10-West Chester,Friend/Relative Referral,1047.8223
1936,674954,210221,10-West Chester,Friend/Relative Referral,191.675
1937,671790,210221,10-West Chester,Friend/Relative Referral,430.2375
1938,673074,220914,11-Florence,Friend/Relative Referral,2029.7298
1939,673053,220926,11-Florence,Friend/Relative Referral,109.4863
1940,676954,220940,11-Florence,Friend/Relative Referral,336.7602
1941,673944,220999,11-Florence,Friend/Relative Referral,385.7833
1942,673111,220999,11-Florence,Friend/Relative Referral,171.27
1943,673948,221108,11-Florence,Walk-In,16.52
1944,673098,221173,11-Florence,Walk-In,322.7595
1945,674139,221229,11-Florence,Friend/Relative Referral,73.8444
1946,673850,221236,11-Florence,,134.1424
1947,674136,221524,11-Florence,Walk-In,95.6921
1948,673849,221639,10-West Chester,Indeed,213.9753
1949,673764,221642,11-Florence,Friend/Relative Referral,58.8112
1950,674235,221642,11-Florence,Friend/Relative Referral,45.54
1951,674408,221652,11-Florence,Craigslist,77.9744
1952,674083,221655,10-West Chester,Walk-In,179.3246
1953,675123,221759,10-West Chester,Friend/Relative Referral,18.585
1954,674223,221759,10-West Chester,Friend/Relative Referral,113.85
1955,673848,221790,11-Florence,Newspaper Ad,2158.5445
1956,673794,221854,11-Florence,Walk-In,185.1066
1957,673793,221862,11-Florence,Craigslist,24.78
1958,675117,221865,10-West Chester,Friend/Relative Referral,27.1754
1959,676533,221865,10-West Chester,Friend/Relative Referral,63.36
1960,676687,221865,10-West Chester,Friend/Relative Referral,61.71
1961,675114,221871,10-West Chester,Walk-In,27.1754
1962,676534,221871,10-West Chester,Walk-In,63.36
1963,676686,221871,10-West Chester,Walk-In,61.71
1964,673845,221914,11-Florence,Friend/Relative Referral,160.3266
1965,674135,221990,11-Florence,Indeed,228.5129
1966,674141,222044,11-Florence,,300.5401
1967,674127,222076,11-Florence,Walk-In,119.77
1968,674126,222077,11-Florence,Walk-In,113.575
1969,674128,222089,11-Florence,Friend/Relative Referral,146.615
1970,676161,222149,11-Florence,Walk-In,72.3576
1971,675433,222663,11-Florence,Craigslist,23.0454
1972,675430,222674,11-Florence,Friend/Relative Referral,151.571
1973,676699,222993,11-Florence,Walk-In,108.0408
1974,676548,223017,11-Florence,,1022.3815
1975,675607,223017,11-Florence,,111.9744
1976,676158,223032,11-Florence,,217.4858
1977,677684,223032,11-Florence,,63.55
1978,676156,223053,11-Florence,Walk-In,26.845
1979,676549,223091,11-Florence,Friend/Relative Referral,906.4111
1980,675596,223091,11-Florence,Friend/Relative Referral,62.4768
1981,676557,223195,11-Florence,,153.4295
1982,676555,223196,11-Florence,Walk-In,489.5289
1983,678152,223196,11-Florence,Walk-In,225.9072
1984,676556,223335,11-Florence,Indeed,458.5126
1985,676737,223395,11-Florence,Friend/Relative Referral,30.975
1986,676551,223444,11-Florence,Friend/Relative Referral,249.6585
1987,676955,223674,11-Florence,Friend/Relative Referral,951.139
1988,678065,223682,11-Florence,Friend/Relative Referral,73.4727
1989,676825,223682,11-Florence,Friend/Relative Referral,60.775
1990,678066,224740,11-Florence,Friend/Relative Referral,87.2669
1991,678060,224869,11-Florence,Walk-In,250.9801
1992,678074,225023,11-Florence,Friend/Relative Referral,15.4875
1993,678080,225093,11-Florence,Indeed,75.3312
1994,674078,221819,03-Independence,Indeed,2072.07
1995,677192,207742,08-Columbus West,Walk-In,266.2825
1996,677191,207751,08-Columbus West,Walk-In,248.39
1997,674209,208572,08-Columbus West,Friend/Relative Referral,1612.43
1998,672792,208572,08-Columbus West,Friend/Relative Referral,169.95
1999,670282,208572,08-Columbus West,Friend/Relative Referral,443.949
2000,673403,208814,08-Columbus West,Indeed,1229.32
2001,672584,210616,08-Columbus West,Craigslist,41.0475
2002,674717,221130,08-Columbus West,Walk-In,105.25
2003,672795,221130,08-Columbus West,Walk-In,351.23
2004,673402,221368,08-Columbus West,Craigslist,70.5175
2005,676184,222903,08-Columbus West,Friend/Relative Referral,0
2006,676257,222965,08-Columbus West,Walk-In,51.5725
2007,676256,223041,08-Columbus West,Walk-In,51.5725
2008,676813,223068,08-Columbus West,Friend/Relative Referral,267.335
2009,676810,223731,08-Columbus West,Walk-In,879.89
2010,672721,221080,07-Columbus East,,2245.6176
2011,673156,221383,07-Columbus East,Friend/Relative Referral,73.3248
2012,672915,221383,07-Columbus East,Friend/Relative Referral,29.85
2013,673861,222110,07-Columbus East,Friend/Relative Referral,461.0616
2014,663653,184228,12-Chicago,Flyer,103.6
2015,663214,184228,12-Chicago,Flyer,195.393
2016,669541,186246,06-Akron,Craigslist,2468
2017,668204,186246,06-Akron,Craigslist,341.12
2018,665760,186246,06-Akron,Craigslist,424.76
2019,666525,186360,06-Akron,Walk-In,353
2020,671496,208357,06-Akron,Other web site,32
2021,670264,208493,08-Columbus West,Friend/Relative Referral,152
2022,670942,208493,08-Columbus West,Friend/Relative Referral,143.08
2023,671886,208493,08-Columbus West,Friend/Relative Referral,517.44
2024,676132,208493,08-Columbus West,Friend/Relative Referral,27.84
2025,669249,208493,08-Columbus West,Friend/Relative Referral,79.98
2026,670058,209387,08-Columbus West,Friend/Relative Referral,64
2027,673302,221124,06-Akron,,294
2028,675183,221124,06-Akron,,1120
2029,675879,222531,05-Elyria,Indeed,1386
2030,671393,186651,07-Columbus East,Friend/Relative Referral,1729.2825
2031,667961,186651,07-Columbus East,Friend/Relative Referral,882.6225
2032,666301,186651,07-Columbus East,Friend/Relative Referral,516.5545
2033,667965,207265,07-Columbus East,Friend/Relative Referral,2782.9
2034,667077,207265,07-Columbus East,Friend/Relative Referral,287.133
2035,669654,208577,07-Columbus East,Walk-In,419.135
2036,672046,208577,07-Columbus East,Walk-In,70.08
2037,677146,223813,09-Lancaster,Indeed,746.9595
2038,677897,224254,09-Lancaster,,385.6755
2039,677147,224267,09-Lancaster,,779.9967
2040,669261,185491,10-West Chester,Other web site,164.16
2041,672762,185491,10-West Chester,Other web site,118.3875
2042,665060,185491,10-West Chester,Other web site,0
2043,666064,185491,10-West Chester,Other web site,4.5
2044,671179,186222,10-West Chester,Craigslist,196.56
2045,669783,186222,10-West Chester,Craigslist,120.3125
2046,671181,186997,10-West Chester,Newspaper Ad,172.8
2047,672924,186997,10-West Chester,Newspaper Ad,237.6
2048,676544,186997,10-West Chester,Newspaper Ad,39.6
2049,667329,186997,10-West Chester,Newspaper Ad,170.3625
2050,669260,207977,10-West Chester,Craigslist,34.56
2051,668369,207977,10-West Chester,Craigslist,129.7476
2052,668365,207977,10-West Chester,Craigslist,3.6
2053,668193,208362,08-Columbus West,,195.48
2054,671180,209614,10-West Chester,Indeed,378
2055,673650,221468,10-West Chester,Indeed,585.36
2056,673401,184893,08-Columbus West,Friend/Relative Referral,544.87
2057,664328,184893,08-Columbus West,Friend/Relative Referral,59.91
2058,664342,184893,08-Columbus West,Friend/Relative Referral,254.46
2059,672558,209736,08-Columbus West,Walk-In,2547.19
2060,674005,210607,08-Columbus West,,30.9
2061,672571,220715,08-Columbus West,Craigslist,29.87
2062,672793,221439,08-Columbus West,Walk-In,29.87
2063,672794,221440,08-Columbus West,Walk-In,29.87
2064,673397,221457,08-Columbus West,Walk-In,268.83
2065,676305,221457,08-Columbus West,Walk-In,87.5538
2066,673400,221789,08-Columbus West,Walk-In,1668.6
2067,674210,221888,08-Columbus West,Walk-In,1745.85
2068,676252,222238,08-Columbus West,,1140.21
2069,676253,222413,08-Columbus West,Other web site,452.17
2070,677185,222896,08-Columbus West,Indeed,170.98
2071,676250,222962,08-Columbus West,Walk-In,255.44
2072,676353,223557,08-Columbus West,Walk-In,1035.15
2073,676814,223672,08-Columbus West,Friend/Relative Referral,689.07
2074,677040,223902,08-Columbus West,Friend/Relative Referral,39.14
2075,678447,223902,08-Columbus West,Friend/Relative Referral,119.68
2076,677183,224196,08-Columbus West,Walk-In,104.03
2077,677994,224764,08-Columbus West,Walk-In,316.21
2078,664519,185348,07-Columbus East,Friend/Relative Referral,3072.56
2079,665474,185651,07-Columbus East,Friend/Relative Referral,101.888
2080,665442,185840,07-Columbus East,,278.8786
2081,676400,185840,07-Columbus East,,248.4768
2082,667158,185840,07-Columbus East,,0
2083,668963,185840,07-Columbus East,,127.71
2084,666289,186370,07-Columbus East,Walk-In,31.84
2085,668412,207518,07-Columbus East,Walk-In,48.954
2086,667865,207518,07-Columbus East,Walk-In,140.805
2087,673378,207518,07-Columbus East,Walk-In,1092.8
2088,670094,207518,07-Columbus East,Walk-In,135.135
2089,675353,207519,07-Columbus East,Other web site,1010.8006
2090,667864,207519,07-Columbus East,Other web site,140.35
2091,667924,207519,07-Columbus East,Other web site,172.8
2092,670095,207519,07-Columbus East,Other web site,128.0367
2093,673009,207519,07-Columbus East,Other web site,72.171
2094,668408,207948,08-Columbus West,Friend/Relative Referral,1592.398
2095,675530,207948,08-Columbus West,Friend/Relative Referral,317.072
2096,675534,207948,08-Columbus West,Friend/Relative Referral,117.04
2097,670102,208457,07-Columbus East,Friend/Relative Referral,127.36
2098,670103,208560,07-Columbus East,Friend/Relative Referral,1539.862
2099,669584,208867,07-Columbus East,Walk-In,127.36
2100,669587,208906,09-Lancaster,Friend/Relative Referral,6.766
2101,672916,221428,07-Columbus East,Walk-In,893.51
2102,677021,221428,07-Columbus East,Walk-In,107.712
2103,673593,221763,07-Columbus East,Zip Recruiter,1638.168
2104,673726,221983,07-Columbus East,Friend/Relative Referral,115.6986
2105,673729,221993,07-Columbus East,Friend/Relative Referral,385.9804
2106,677033,223154,07-Columbus East,Friend/Relative Referral,648.74
2107,677952,223737,07-Columbus East,Indeed,270.4808
2108,677243,223737,07-Columbus East,Indeed,103.5639
2109,677954,224217,07-Columbus East,Indeed,270.4808
2110,677244,224217,07-Columbus East,Indeed,100.0791
2111,677439,224492,07-Columbus East,Friend/Relative Referral,178.9408
2112,678244,224913,07-Columbus East,Indeed,175.5578
2113,673046,185126,11-Florence,Craigslist,192.15
2114,674220,185126,11-Florence,Craigslist,49.5
2115,676933,185126,11-Florence,Craigslist,310.1868
2116,667771,185126,11-Florence,Craigslist,309.76
2117,666080,185126,11-Florence,Craigslist,542.5884
2118,667298,185126,11-Florence,Craigslist,78.2874
2119,665795,185126,11-Florence,Craigslist,0
2120,669271,185126,11-Florence,Craigslist,110.6875
2121,672756,185126,11-Florence,Craigslist,147.2625
2122,671465,185126,11-Florence,Craigslist,159.49
2123,665139,185126,11-Florence,Craigslist,0
2124,666069,185126,11-Florence,Craigslist,3.6
2125,665770,186264,06-Akron,Indeed,150.15
2126,672781,207358,10-West Chester,Walk-In,92.4
2127,667285,207358,10-West Chester,Walk-In,19.32
2128,667960,207366,07-Columbus East,Friend/Relative Referral,3130.764
2129,667604,207366,07-Columbus East,Friend/Relative Referral,75.537
2130,670924,207392,10-West Chester,Walk-In,1073.1
2131,667286,207392,10-West Chester,Walk-In,65.94
2132,672623,210467,10-West Chester,Walk-In,201.6
2133,674260,220653,11-Florence,Friend/Relative Referral,25.2
2134,674196,220653,11-Florence,Friend/Relative Referral,43.56
2135,674215,220653,11-Florence,Friend/Relative Referral,35.64
